"date","type","total_occurence","total_fatality","average_fatality","location","year"
"12-MAY-1970","Aero Spacelines 377MGT Mini Guppy T",1,4,4,"Edwards AFB,...","1970"
"15-JAN-1921","Aeromarine 75",3,4,1.33,"Havana harbour","1921"
"13-JAN-1923","Aeromarine 75",3,4,1.33,"Havana, Cuba","1923"
"??-???-1923","Aeromarine 75",3,4,1.33,"Havana harbour","1923"
"25-JUL-2000","Aérospatiale / BAC Concorde 101",2,0,0,"Gonesse","2000"
"27-FEB-2003","Aérospatiale / BAC Concorde 101",2,0,0,"Atlantic Ocean","2003"
"21-MAR-1992","Aérospatiale / BAC Concorde 102",1,0,0,"North Atlantic","1992"
"23-MAR-1971","Aérospatiale SN.600 Corvette",1,3,3,"Istres","1971"
"30-MAR-1979","Aérospatiale SN.601 Corvette",8,15,1.88,"Nkayi Airpor...","1979"
"03-SEP-1979","Aérospatiale SN.601 Corvette",8,15,1.88,"Nice-Côte d'...","1979"
"16-NOV-1981","Aérospatiale SN.601 Corvette",8,15,1.88,"Lagos-Murtal...","1981"
"31-JUL-1990","Aérospatiale SN.601 Corvette",8,15,1.88,"Saint-Yan-Ch...","1990"
"21-JUN-1991","Aérospatiale SN.601 Corvette",8,15,1.88,"Santa Bárbar...","1991"
"19-MAR-1998","Aérospatiale SN.601 Corvette",8,15,1.88,"Portland Int...","1998"
"16-OCT-2000","Aérospatiale SN.601 Corvette",8,15,1.88,"Toulouse-Bla...","2000"
"25-NOV-2000","Aérospatiale SN.601 Corvette",8,15,1.88,"Córdoba","2000"
"31-JUL-2000","Airbus",2,0,0,"Hong Kong-Ch...","2000"
"17-APR-2004","Airbus",2,0,0,"Cairo Intern...","2004"
"12-AUG-1977","Airbus A300",8,1,0.12,"Brindisi-Pap...","1977"
"10-APR-1981","Airbus A300",8,1,0.12,"Miami Intern...","1981"
"05-JUL-1984","Airbus A300",8,1,0.12,"Lahore Airpo...","1984"
"01-OCT-1988","Airbus A300",8,1,0.12,"Port-au-Prin...","1988"
"02-APR-1990","Airbus A300",8,1,0.12,"Port-au-Prin...","1990"
"10-NOV-1990","Airbus A300",8,1,0.12,"Calcutta-Net...","1990"
"08-MAR-1994","Airbus A300",8,1,0.12,"Nairobi-Jomo...","1994"
"03-SEP-1995","Airbus A300",8,1,0.12,"Genève-Coint...","1995"
"22-DEC-1997","Airbus A300?",1,1,1,"Xiamen Airpo...","1997"
"30-JUN-1979","Airbus A300B2-101",5,1,0.2,"Calcutta Air...","1979"
"28-JAN-1983","Airbus A300B2-101",5,1,0.2,"Delhi-Palam ...","1983"
"15-NOV-1993","Airbus A300B2-101",5,1,0.2,"Tirupati Air...","1993"
"24-DEC-1999","Airbus A300B2-101",5,1,0.2,"Kandahar Air...","1999"
"08-MAR-2002","Airbus A300B2-101",5,1,0.2,"Delhi-Indira...","2002"
"29-SEP-1986","Airbus A300B2-1C",3,7,2.33,"Chennai (Mad...","1986"
"24-APR-1993","Airbus A300B2-1C",3,7,2.33,"Montpellier-...","1993"
"26-DEC-1994","Airbus A300B2-1C",3,7,2.33,"Marseille-Ma...","1994"
"07-AUG-1984","Airbus A300B2-202",1,0,0,"Rome","1984"
"28-AUG-1984","Airbus A300B2-203",5,290,58,"Baghdad-Sadd...","1984"
"12-SEP-1984","Airbus A300B2-203",5,290,58,"Isfahan-Shah...","1984"
"10-NOV-1986","Airbus A300B2-203",5,290,58,"Tabriz Airpo...","1986"
"03-JUL-1988","Airbus A300B2-203",5,290,58,"Qeshm Island","1988"
"02-FEB-2000","Airbus A300B2-203",5,290,58,"Tehran-Mehra...","2000"
"14-JUN-1983","Airbus A300B4",2,0,0,"Havana-José ...","1983"
"18-JAN-1985","Airbus A300B4",2,0,0,"Orlando Inte...","1985"
"22-OCT-1994","Airbus A300B4-103",1,0,0,"Bangkok Inte...","1994"
"18-DEC-1983","Airbus A300B4-120",1,0,0,"Kuala Lumpur...","1983"
"27-JUN-1976","Airbus A300B4-203",14,172,12.29,"Entebbe Airp...","1976"
"17-MAR-1982","Airbus A300B4-203",14,172,12.29,"San'a Intern...","1982"
"13-FEB-1983","Airbus A300B4-203",14,172,12.29,"Melbourne, VIC","1983"
"03-FEB-1984","Airbus A300B4-203",14,172,12.29,"Camagüey Int...","1984"
"04-JUL-1985","Airbus A300B4-203",14,172,12.29,"Brisbane Int...","1985"
"21-SEP-1987","Airbus A300B4-203",14,172,12.29,"Luxor Airpor...","1987"
"12-MAR-1988","Airbus A300B4-203",14,172,12.29,"Quetta Airpo...","1988"
"23-AUG-1989","Airbus A300B4-203",14,172,12.29,"Algiers-Houa...","1989"
"28-SEP-1992","Airbus A300B4-203",14,172,12.29,"Kathmandu-Tr...","1992"
"17-MAY-1996","Airbus A300B4-203",14,172,12.29,"Istanbul-Ata...","1996"
"12-FEB-2000","Airbus A300B4-203",14,172,12.29,"Dakar-Yoff A...","2000"
"17-OCT-2001","Airbus A300B4-203",14,172,12.29,"Dubai Airpor...","2001"
"01-MAR-2004","Airbus A300B4-203",14,172,12.29,"Jeddah-King ...","2004"
"23-MAR-2007","Airbus A300B4-203",14,172,12.29,"Istanbul-Ata...","2007"
"22-NOV-2003","Airbus A300B4-203F",6,0,0,"Baghdad Inte...","2003"
"01-MAR-2010","Airbus A300B4-203F",6,0,0,"Bagram Air B...","2010"
"13-APR-2010","Airbus A300B4-203F",6,0,0,"Monterrey-Ge...","2010"
"16-NOV-2012","Airbus A300B4-203F",6,0,0,"Bratislava-M...","2012"
"12-OCT-2015","Airbus A300B4-203F",6,0,0,"Afgooye","2015"
"21-OCT-2016","Airbus A300B4-203F",6,0,0,"Recife-Guara...","2016"
"26-SEP-1997","Airbus A300B4-220",1,234,234,"Medan-Poloni...","1997"
"26-OCT-1986","Airbus A300B4-601",1,0,0,"Tosa Bay","1986"
"03-AUG-1995","Airbus A300B4-605R",6,0,0,"Hangzhou Air...","1995"
"06-FEB-1997","Airbus A300B4-605R",6,0,0,"Antigua-V.C....","1997"
"12-MAY-1997","Airbus A300B4-605R",6,0,0,"West Palm Be...","1997"
"15-JUL-1999","Airbus A300B4-605R",6,0,0,"New York-Joh...","1999"
"12-NOV-2001","Airbus A300B4-605R",6,0,0,"Belle Harbor...","2001"
"01-MAY-2012","Airbus A300B4-605R",6,0,0,"Jeddah-King ...","2012"
"29-JAN-1994","Airbus A300B4-605R ?",1,0,0,"Hangzhou Air...","1994"
"18-FEB-2015","Airbus A300B4-605R(F)",1,0,0,"Sharjah Airp...","2015"
"15-OCT-2002","Airbus A300B4-620",2,0,0,"Khartoum","2002"
"25-AUG-2011","Airbus A300B4-620",2,0,0,"Tripoli Inte...","2011"
"26-DEC-1995","Airbus A300B4-620 ?",1,0,0,"Asmara Inter...","1995"
"26-APR-1994","Airbus A300B4-622R",7,264,37.71,"Nagoya-Komak...","1994"
"10-AUG-1994","Airbus A300B4-622R",7,264,37.71,"Cheju Airpor...","1994"
"16-FEB-1998","Airbus A300B4-622R",7,264,37.71,"Taipei-Chian...","1998"
"14-SEP-2000","Airbus A300B4-622R",7,264,37.71,"Hail Airport...","2000"
"30-MAR-2007","Airbus A300B4-622R",7,264,37.71,"Khartoum-Civ...","2007"
"19-APR-2007","Airbus A300B4-622R",7,264,37.71,"Abu Dhabi In...","2007"
"25-AUG-2011","Airbus A300B4-622R",7,264,37.71,"Tripoli Inte...","2011"
"04-DEC-1984","Airbus A300C4-620",4,2,0.5,"Tehran-Mehra...","1984"
"15-FEB-1991","Airbus A300C4-620",4,2,0.5,"Mosul Airpor...","1991"
"15-FEB-1991","Airbus A300C4-620",4,2,0.5,"Mosul Airpor...","1991"
"24-MAR-1999","Airbus A300C4-620",4,2,0.5,"Rhodes-Diago...","1999"
"10-JUN-2002","Airbus A300F4-605R",1,0,0,"El Paso Inte...","2002"
"22-MAR-2011","Airbus A300F4-622R",2,2,1,"Albuquerque ...","2011"
"14-AUG-2013","Airbus A300F4-622R",2,2,1,"Birmingham-S...","2013"
"25-MAR-1991","Airbus A310",2,4,2,"Singapore-Ch...","1991"
"28-SEP-2000","Airbus A310",2,4,2,"Amman-Queen ...","2000"
"14-SEP-1998","Airbus A310-203",1,0,0,"Trabzon Airp...","1998"
"11-DEC-1998","Airbus A310-204",1,101,101,"Surat Thani ...","1998"
"08-SEP-1987","Airbus A310-222",2,1,0.5,"Port Harcour...","1987"
"25-OCT-1993","Airbus A310-222",2,1,0.5,"Niamey Airpo...","1993"
"04-SEP-1992","Airbus A310-300",1,0,0,"Ho Chi Minh ...","1992"
"31-JUL-1992","Airbus A310-304",10,357,35.7,"Kathmandu-Tr...","1992"
"11-FEB-1993","Airbus A310-304",10,357,35.7,"New York-Joh...","1993"
"23-MAR-1994","Airbus A310-304",10,357,35.7,"Mezhduretshensk","1994"
"26-AUG-1996","Airbus A310-304",10,357,35.7,"London-Stans...","1996"
"30-JAN-2000","Airbus A310-304",10,357,35.7,"Abidjan-Feli...","2000"
"12-JUL-2000","Airbus A310-304",10,357,35.7,"Wien-Schwech...","2000"
"07-FEB-2003","Airbus A310-304",10,357,35.7,"Istanbul-Ata...","2003"
"28-MAR-2003","Airbus A310-304",10,357,35.7,"Istanbul","2003"
"02-MAR-2013","Airbus A310-304",10,357,35.7,"Ponta Delgad...","2013"
"13-JUN-2014","Airbus A310-304",10,357,35.7,"Tehran-Imam ...","2014"
"07-MAR-2005","Airbus A310-304ET",1,0,0,"Tehran-Mehra...","2005"
"31-OCT-2010","Airbus A310-304F",2,0,0,"Casablanca-M...","2010"
"24-DEC-2015","Airbus A310-304F",2,0,0,"Mbuji-Mayi A...","2015"
"27-DEC-1999","Airbus A310-308",2,0,0,"Shannon Airp...","1999"
"24-DEC-2015","Airbus A310-308",2,0,0,"Istanbul-Ata...","2015"
"31-MAR-1995","Airbus A310-324",4,367,91.75,"Bucharest-Ot...","1995"
"09-JUL-2006","Airbus A310-324",4,367,91.75,"Irkutsk Airp...","2006"
"10-JUN-2008","Airbus A310-324",4,367,91.75,"Khartoum-Civ...","2008"
"30-JUN-2009","Airbus A310-324",4,367,91.75,"Mitsamiouli","2009"
"24-JUN-2014","Airbus A310-324ET",1,1,1,"Peshawar-Bac...","2014"
"12-MAR-2007","Airbus A310-325",1,0,0,"Dubai Airpor...","2007"
"17-FEB-2008","Airbus A319-111",5,0,0,"Washington-R...","2008"
"12-AUG-2010","Airbus A319-111",5,0,0,"Istanbul-Ata...","2010"
"13-DEC-2011","Airbus A319-111",5,0,0,"Paris-Charle...","2011"
"14-FEB-2012","Airbus A319-111",5,0,0,"London-Luton...","2012"
"13-JUN-2013","Airbus A319-111",5,0,0,"Manila-Ninoy...","2013"
"08-SEP-2006","Airbus A319-112",3,0,0,"New York-La ...","2006"
"14-APR-2014","Airbus A319-112",3,0,0,"Yangon-Minga...","2014"
"14-JAN-2016","Airbus A319-112",3,0,0,"Windhoek-Hos...","2016"
"19-JAN-2003","Airbus A319-114",4,0,0,"New York-La ...","2003"
"10-MAY-2005","Airbus A319-114",4,0,0,"Minneapolis-...","2005"
"09-JAN-2008","Airbus A319-114",4,0,0,"Detroit-Metr...","2008"
"02-APR-2017","Airbus A319-114",4,0,0,"Tampa Intern...","2017"
"10-JAN-2010","Airbus A319-131",2,0,0,"Newark-Liber...","2010"
"24-MAY-2013","Airbus A319-131",2,0,0,"London-Heath...","2013"
"24-SEP-2010","Airbus A319-132",1,0,0,"Palermo-Punt...","2010"
"02-MAR-1999","Airbus A320",2,1,0.5,"Paris-Charle...","1999"
"05-JUL-2000","Airbus A320",2,1,0.5,"Amman-Queen ...","2000"
"26-JUN-1988","Airbus A320-111",2,90,45,"Mulhouse-Hab...","1988"
"20-JAN-1992","Airbus A320-111",2,90,45,"Strasbourg-E...","1992"
"05-DEC-1989","Airbus A320-211",14,265,18.93,"Lille-Lesqui...","1989"
"14-SEP-1993","Airbus A320-211",14,265,18.93,"Warszawa-Oke...","1993"
"10-DEC-1993","Airbus A320-211",14,265,18.93,"Nice-Côte d'...","1993"
"03-JUN-1995","Airbus A320-211",14,265,18.93,"Minneapolis-...","1995"
"12-FEB-1999","Airbus A320-211",14,265,18.93,"Grenouillet","1999"
"18-MAY-2005","Airbus A320-211",14,265,18.93,"Leeds/Bradfo...","2005"
"03-MAY-2006","Airbus A320-211",14,265,18.93,"Adler/Sochi ...","2006"
"05-MAY-2006","Airbus A320-211",14,265,18.93,"Brussel-Zave...","2006"
"05-MAY-2006","Airbus A320-211",14,265,18.93,"Brussel-Zave...","2006"
"04-MAY-2009","Airbus A320-211",14,265,18.93,"Denver Inter...","2009"
"05-FEB-2012","Airbus A320-211",14,265,18.93,"Sendai Airpo...","2012"
"06-FEB-2013","Airbus A320-211",14,265,18.93,"Tunis-Cartha...","2013"
"24-MAR-2015","Airbus A320-211",14,265,18.93,"Prads-Haute-...","2015"
"29-MAR-2015","Airbus A320-211",14,265,18.93,"Halifax-Stan...","2015"
"10-MAR-1997","Airbus A320-212",6,143,23.83,"Abu Dhabi In...","1997"
"21-MAY-1998","Airbus A320-212",6,143,23.83,"Ibiza Airpor...","1998"
"23-AUG-2000","Airbus A320-212",6,143,23.83,"Bahrain Inte...","2000"
"17-MAR-2001","Airbus A320-212",6,143,23.83,"Detroit-Metr...","2001"
"01-SEP-2009","Airbus A320-212",6,143,23.83,"Verona Airpo...","2009"
"03-JUL-2013","Airbus A320-212",6,143,23.83,"Tripoli Inte...","2013"
"22-MAR-1998","Airbus A320-214",17,0,0,"Bacolod Airp...","1998"
"07-FEB-2001","Airbus A320-214",17,0,0,"Bilbao Airpo...","2001"
"26-OCT-2007","Airbus A320-214",17,0,0,"Butuan Airpo...","2007"
"15-JAN-2009","Airbus A320-214",17,0,0,"Weehawken, N...","2009"
"25-AUG-2011","Airbus A320-214",17,0,0,"Tripoli Inte...","2011"
"29-AUG-2011","Airbus A320-214",17,0,0,"Cochin Inter...","2011"
"13-FEB-2012","Airbus A320-214",17,0,0,"Kalibo Airpo...","2012"
"16-MAR-2013","Airbus A320-214",17,0,0,"Jakarta-Soek...","2013"
"02-JUN-2013","Airbus A320-214",17,0,0,"Davao City-F...","2013"
"03-DEC-2013","Airbus A320-214",17,0,0,"London-Heath...","2013"
"13-MAR-2014","Airbus A320-214",17,0,0,"Philadelphia...","2014"
"27-JUL-2014","Airbus A320-214",17,0,0,"Tripoli Inte...","2014"
"11-MAY-2016","Airbus A320-214",17,0,0,"Paris-Charle...","2016"
"28-MAY-2016","Airbus A320-214",17,0,0,"Manchester A...","2016"
"23-DEC-2016","Airbus A320-214",17,0,0,"Malta-Luqa A...","2016"
"03-MAR-2017","Airbus A320-214",17,0,0,"Manchester A...","2017"
"13-OCT-2017","Airbus A320-214",17,0,0,"Iloilo Inter...","2017"
"10-JAN-2011","Airbus A320-216",3,162,54,"Kuching Airp...","2011"
"29-SEP-2013","Airbus A320-216",3,162,54,"Roma-Fiumici...","2013"
"28-DEC-2014","Airbus A320-216",3,162,54,"Karimata Strait","2014"
"14-FEB-1990","Airbus A320-231",15,92,6.13,"Bangalore-Hi...","1990"
"28-JUN-1991","Airbus A320-231",15,92,6.13,"Ljubljana-Br...","1991"
"27-MAR-1993","Airbus A320-231",15,92,6.13,"Amritsar-Raj...","1993"
"27-MAR-1996","Airbus A320-231",15,92,6.13,"Derna-Martub...","1996"
"19-DEC-1996","Airbus A320-231",15,92,6.13,"Villahermosa...","1996"
"12-MAY-1998","Airbus A320-231",15,92,6.13,"Cairo Intern...","1998"
"15-OCT-1999","Airbus A320-231",15,92,6.13,"Phoenix-Sky ...","1999"
"26-OCT-1999","Airbus A320-231",15,92,6.13,"Yangon-Minga...","1999"
"20-JAN-2000","Airbus A320-231",15,92,6.13,"London-Gatwi...","2000"
"11-APR-2000","Airbus A320-231",15,92,6.13,"Minatitlan A...","2000"
"24-JUL-2001","Airbus A320-231",15,92,6.13,"Colombo-Band...","2001"
"28-AUG-2002","Airbus A320-231",15,92,6.13,"Phoenix-Sky ...","2002"
"16-JUN-2003","Airbus A320-231",15,92,6.13,"Bristol Airp...","2003"
"05-JAN-2014","Airbus A320-231",15,92,6.13,"Jaipur Inter...","2014"
"02-FEB-2014","Airbus A320-231",15,92,6.13,"Kulob Airpor...","2014"
"12-JUN-2000","Airbus A320-232",20,73,3.65,"Las Vegas-Mc...","2000"
"13-SEP-2000","Airbus A320-232",20,73,3.65,"Toronto-Pear...","2000"
"06-NOV-2003","Airbus A320-232",20,73,3.65,"Florianópoli...","2003"
"18-OCT-2004","Airbus A320-232",20,73,3.65,"Taipei-Songs...","2004"
"05-MAY-2006","Airbus A320-232",20,73,3.65,"Brussel-Zave...","2006"
"20-OCT-2008","Airbus A320-232",20,73,3.65,"Phoenix-Sky ...","2008"
"27-NOV-2008","Airbus A320-232",20,73,3.65,"Canet-Plage","2008"
"01-FEB-2009","Airbus A320-232",20,73,3.65,"Delhi-Indira...","2009"
"12-FEB-2012","Airbus A320-232",20,73,3.65,"Porto Alegre...","2012"
"20-SEP-2012","Airbus A320-232",20,73,3.65,"Duma","2012"
"24-MAY-2013","Airbus A320-232",20,73,3.65,"Varna Airpot...","2013"
"08-JUN-2013","Airbus A320-232",20,73,3.65,"Roma-Fiumici...","2013"
"10-AUG-2013","Airbus A320-232",20,73,3.65,"Melbourne-Tu...","2013"
"14-APR-2014","Airbus A320-232",20,73,3.65,"Yangon-Minga...","2014"
"04-JUL-2014","Airbus A320-232",20,73,3.65,"Leipzig Airp...","2014"
"14-APR-2015","Airbus A320-232",20,73,3.65,"Hiroshima In...","2015"
"25-APR-2015","Airbus A320-232",20,73,3.65,"Istanbul-Ata...","2015"
"29-MAR-2016","Airbus A320-232",20,73,3.65,"Larnaca Airp...","2016"
"19-MAY-2016","Airbus A320-232",20,73,3.65,"Egyptian coast","2016"
"19-APR-2017","Airbus A320-232",20,73,3.65,"Bangkok-Suva...","2017"
"17-JUL-2007","Airbus A320-233",2,0,0,"São Paulo-Co...","2007"
"30-MAY-2008","Airbus A320-233",2,0,0,"Tegucigalpa-...","2008"
"13-JAN-1994","Airbus A320 ?",1,0,0,"Bangalore-Hi...","1994"
"01-SEP-2001","Airbus A321",1,0,0,"Napoli Airpo...","2001"
"29-MAR-2013","Airbus A321-111",2,1,0.5,"Lyon Saint-E...","2013"
"02-FEB-2016","Airbus A321-111",2,1,0.5,"Mogadishu In...","2016"
"06-JAN-1996","Airbus A321-131",4,0,0,"Tainan Airpo...","1996"
"21-JAN-2002","Airbus A321-131",4,0,0,"Hakodate Air...","2002"
"21-MAR-2003","Airbus A321-131",4,0,0,"Tainan Airpo...","2003"
"18-JUN-2010","Airbus A321-131",4,0,0,"Praha-Ruzyne...","2010"
"23-MAR-2004","Airbus A321-211",7,0,0,"London-Heath...","2004"
"28-DEC-2006","Airbus A321-211",7,0,0,"Praha-Ruzyne...","2006"
"18-JUL-2008","Airbus A321-211",7,0,0,"Manchester A...","2008"
"09-FEB-2009","Airbus A321-211",7,0,0,"Paris-Charle...","2009"
"12-SEP-2011","Airbus A321-211",7,0,0,"Paris-Charle...","2011"
"19-SEP-2015","Airbus A321-211",7,0,0,"Düsseldorf I...","2015"
"10-MAY-2016","Airbus A321-211",7,0,0,"Phoenix-Sky ...","2016"
"02-DEC-2015","Airbus A321-211 (WL)",2,0,0,"Berlin-Schön...","2015"
"23-JUN-2017","Airbus A321-211 (WL)",2,0,0,"Atlanta-Will...","2017"
"11-MAY-2000","Airbus A321-231",14,376,26.86,"Aswan Airpor...","2000"
"16-NOV-2001","Airbus A321-231",14,376,26.86,"Cairo Intern...","2001"
"18-SEP-2005","Airbus A321-231",14,376,26.86,"Fort Lauderd...","2005"
"27-JUL-2007","Airbus A321-231",14,376,26.86,"London-Heath...","2007"
"04-MAY-2008","Airbus A321-231",14,376,26.86,"Quetta Airpo...","2008"
"28-JUL-2008","Airbus A321-231",14,376,26.86,"Manchester A...","2008"
"28-OCT-2009","Airbus A321-231",14,376,26.86,"Osaka-Kansai...","2009"
"28-JUL-2010","Airbus A321-231",14,376,26.86,"Islamabad-Be...","2010"
"16-APR-2013","Airbus A321-231",14,376,26.86,"Seoul-Incheo...","2013"
"01-APR-2014","Airbus A321-231",14,376,26.86,"München-Fran...","2014"
"19-JUL-2015","Airbus A321-231",14,376,26.86,"Glasgow Inte...","2015"
"15-AUG-2015","Airbus A321-231",14,376,26.86,"Charlotte-Do...","2015"
"31-OCT-2015","Airbus A321-231",14,376,26.86,"Hasna, North...","2015"
"08-DEC-2017","Airbus A321-231",14,376,26.86,"Doha-Hamad I...","2017"
"30-JUN-2017","Airbus A321-231 (WL)",2,0,0,"Chicago-O'Ha...","2017"
"15-SEP-2017","Airbus A321-231 (WL)",2,0,0,"Bridgetown-G...","2017"
"12-MAY-2010","Airbus A330-202",3,103,34.33,"Tripoli Inte...","2010"
"15-JUL-2014","Airbus A330-202",3,103,34.33,"Tripoli Inte...","2014"
"20-JUL-2014","Airbus A330-202",3,103,34.33,"Tripoli Inte...","2014"
"01-JUN-2009","Airbus A330-203",2,228,114,"São Pedro an...","2009"
"13-APR-2011","Airbus A330-203",2,228,114,"Caracas-Simó...","2011"
"13-OCT-2000","Airbus A330-223",4,0,0,"Malaga","2000"
"04-DEC-2000","Airbus A330-223",4,0,0,"Bujumbura In...","2000"
"27-DEC-2001","Airbus A330-223",4,0,0,"Zürich-Klote...","2001"
"29-AUG-2005","Airbus A330-223",4,0,0,"Portland Int...","2005"
"29-JUN-2014","Airbus A330-223F",1,0,0,"Astana Inter...","2014"
"24-JUL-2001","Airbus A330-243",3,0,0,"Colombo-Band...","2001"
"24-JUL-2001","Airbus A330-243",3,0,0,"Colombo-Band...","2001"
"24-AUG-2001","Airbus A330-243",3,0,0,"Terceira-Laj...","2001"
"25-MAY-2000","Airbus A330-301",2,1,0.5,"Manila","2000"
"07-OCT-2013","Airbus A330-301",2,1,0.5,"Manila-Ninoy...","2013"
"01-OCT-2016","Airbus A330-302",1,0,0,"Taipei-Taiwa...","2016"
"07-OCT-2008","Airbus A330-303",2,0,0,"Learmonth, W...","2008"
"04-MAR-2015","Airbus A330-303",2,0,0,"Kathmandu-Tr...","2015"
"30-JUN-1994","Airbus A330-321",2,7,3.5,"Toulouse-Bla...","1994"
"08-SEP-2013","Airbus A330-321",2,7,3.5,"Bangkok-Suva...","2013"
"15-MAR-2000","Airbus A330-322",2,0,0,"Kuala Lumpur...","2000"
"04-OCT-2007","Airbus A330-322",2,0,0,"Düsseldorf-D...","2007"
"28-AUG-2016","Airbus A330-323",1,0,0,"Seoul-Incheo...","2016"
"25-DEC-2009","Airbus A330-323X",1,0,0,"Detroit-Metr...","2009"
"13-APR-2010","Airbus A330-342",1,0,0,"Hong Kong-Ch...","2010"
"14-MAR-2015","Airbus A330-343",1,0,0,"Melbourne-Tu...","2015"
"10-AUG-2012","Airbus A330-343X",3,0,0,"Washington-D...","2012"
"01-MAY-2013","Airbus A330-343X",3,0,0,"Newark-Liber...","2013"
"24-DEC-2013","Airbus A330-343X",3,0,0,"Saint Lucia-...","2013"
"20-JAN-1994","Airbus A340-211",2,0,0,"Paris-Charle...","1994"
"29-AUG-1998","Airbus A340-211",2,0,0,"Brussel-Zave...","1998"
"05-NOV-1997","Airbus A340-311",1,0,0,"London-Heath...","1997"
"10-MAY-1998","Airbus A340-312",3,0,0,"Johannesburg...","1998"
"27-JAN-2001","Airbus A340-312",3,0,0,"Abu Dhabi","2001"
"24-JUL-2001","Airbus A340-312",3,0,0,"Colombo-Band...","2001"
"20-MAY-1998","Airbus A340-313",2,0,0,"Johannesburg...","1998"
"26-DEC-2016","Airbus A340-313",2,0,0,"København-Ka...","2016"
"02-AUG-2005","Airbus A340-313X",1,0,0,"Toronto-Pear...","2005"
"20-MAR-2009","Airbus A340-541",1,0,0,"Melbourne-Tu...","2009"
"09-NOV-2007","Airbus A340-642",1,0,0,"Quito-Marisc...","2007"
"15-NOV-2007","Airbus A340-642X",1,0,0,"Toulouse-Bla...","2007"
"04-NOV-2010","Airbus A380-842",1,0,0,"Batam Island","2010"
"30-SEP-2017","Airbus A380-861",1,0,0,"southern Gre...","2017"
"09-MAY-2015","Airbus A400M Atlas",1,4,4,"Sevilla Airp...","2015"
"08-APR-1955","Airspeed AS.57 Ambassador 2",8,29,3.62,"Düsseldorf A...","1955"
"06-FEB-1958","Airspeed AS.57 Ambassador 2",8,29,3.62,"München-Riem...","1958"
"03-MAR-1960","Airspeed AS.57 Ambassador 2",8,29,3.62,"Woolsington ...","1960"
"14-APR-1966","Airspeed AS.57 Ambassador 2",8,29,3.62,"Beauvais-Til...","1966"
"14-SEP-1967","Airspeed AS.57 Ambassador 2",8,29,3.62,"London-Luton...","1967"
"03-JUL-1968","Airspeed AS.57 Ambassador 2",8,29,3.62,"London-Heath...","1968"
"30-SEP-1968","Airspeed AS.57 Ambassador 2",8,29,3.62,"Manston Airp...","1968"
"26-JUL-1969","Airspeed AS.57 Ambassador 2",8,29,3.62,"London-Gatwi...","1969"
"13-APR-1995","AMI C-47TP (DC-3T)",1,2,2,"Kikwangala","1995"
"31-AUG-1992","AMI DC-3-65TP",5,4,0.8,"Jamba Airpor...","1992"
"07-NOV-1993","AMI DC-3-65TP",5,4,0.8,"Lokichoggio ...","1993"
"24-AUG-1998","AMI DC-3-65TP",5,4,0.8,"Pretoria-Won...","1998"
"10-MAR-2003","AMI DC-3-65TP",5,4,0.8,"Rumbek Airpo...","2003"
"04-FEB-2009","AMI DC-3-65TP",5,4,0.8,"Mojave-Kern ...","2009"
"10-SEP-1945","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Paris-Le Bou...","1945"
"10-NOV-1945","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Paris-Le Bou...","1945"
"23-NOV-1945","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Toulouse","1945"
"13-JAN-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Le Bouscat, ...","1946"
"02-FEB-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Belo Airport...","1946"
"04-FEB-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Menorca-Mahó...","1946"
"29-JUN-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Pau","1946"
"08-AUG-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Paris-Le Bou...","1946"
"04-SEP-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Constantine-...","1946"
"10-OCT-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Sefrou","1946"
"23-OCT-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Gebel Kalamoun","1946"
"26-OCT-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Marseille-Ma...","1946"
"01-NOV-1946","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Saint-Léger-...","1946"
"06-JAN-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Mont Ventoux","1947"
"05-MAR-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Paris-Le Bou...","1947"
"20-MAR-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Freetown","1947"
"30-APR-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Niamey","1947"
"31-MAY-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Aoulef","1947"
"04-JUN-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Gèmenos","1947"
"07-JUN-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Dakar-Yoff A...","1947"
"01-JUL-1947","Amiot AAC.1 (Junkers Ju-52)",37,101,2.73,"Eséka","1947"
