"date","type","total_occurence","total_fatality","average_fatality","location","year"
"25-OCT-1973","Avia 14-32A",4,34,8.5,"Brno-Turany ...","1973"
"01-FEB-1972","Avia 14-40",1,0,0,"Karlovy Vary...","1972"
"11-FEB-1977","Avia 14T",1,4,4,"Bratislava-I...","1977"
"26-JAN-2008","AVIC I MA60",1,0,0,"Bulawayo Air...","2008"
"21-JAN-1942","Avro 642 Eighteen",1,0,0,"Salamaua","1942"
"16-JUL-1947","Avro 685 York C.1",30,79,2.63,"Az-Zubair","1947"
"25-JUL-1947","Avro 685 York C.1",30,79,2.63,"London Airpo...","1947"
"19-JUN-1949","Avro 685 York C.1",30,79,2.63,"Neustadt","1949"
"31-AUG-1951","Avro 685 York C.1",30,79,2.63,"Fayid RAF St...","1951"
"24-AUG-1952","Avro 685 York C.1",30,79,2.63,"Potsdam","1952"
"13-APR-1954","Avro 685 York C.1",30,79,2.63,"Malta-Luqa A...","1954"
"26-JUN-1954","Avro 685 York C.1",30,79,2.63,"Kyritz","1954"
"22-SEP-1954","Avro 685 York C.1",30,79,2.63,"London-Stans...","1954"
"11-APR-1955","Avro 685 York C.1",30,79,2.63,"Yellowknife ...","1955"
"12-APR-1955","Avro 685 York C.1",30,79,2.63,"Hall Lake, NU","1955"
"26-MAY-1955","Avro 685 York C.1",30,79,2.63,"Edmonton Mun...","1955"
"14-SEP-1955","Avro 685 York C.1",30,79,2.63,"Basra","1955"
"29-SEP-1955","Avro 685 York C.1",30,79,2.63,"Beaverlodge, SK","1955"
"24-JAN-1956","Avro 685 York C.1",30,79,2.63,"Kuujjuaq Air...","1956"
"18-FEB-1956","Avro 685 York C.1",30,79,2.63,"Malta-Luqa A...","1956"
"22-APR-1956","Avro 685 York C.1",30,79,2.63,"Idris","1956"
"30-APR-1956","Avro 685 York C.1",30,79,2.63,"London-Stans...","1956"
"13-SEP-1956","Avro 685 York C.1",30,79,2.63,"Hall Beach A...","1956"
"17-SEP-1956","Avro 685 York C.1",30,79,2.63,"London-Stans...","1956"
"26-SEP-1956","Avro 685 York C.1",30,79,2.63,"Kuujjuaq, QC","1956"
"08-JAN-1957","Avro 685 York C.1",30,79,2.63,"Rankin Inlet...","1957"
"24-JUN-1957","Avro 685 York C.1",30,79,2.63,"Cape Parry, NWT","1957"
"23-DEC-1957","Avro 685 York C.1",30,79,2.63,"London-Stans...","1957"
"20-MAY-1958","Avro 685 York C.1",30,79,2.63,"Malta-Luqa A...","1958"
"25-MAY-1958","Avro 685 York C.1",30,79,2.63,"Gurgaon","1958"
"15-JUL-1959","Avro 685 York C.1",30,79,2.63,"Kuwait City","1959"
"27-MAY-1960","Avro 685 York C.1",30,79,2.63,"Tehran-Mehra...","1960"
"24-MAY-1961","Avro 685 York C.1",30,79,2.63,"Azaiba Airfield","1961"
"06-APR-1962","Avro 685 York C.1",30,79,2.63,"Lahore Airpo...","1962"
"15-MAR-1963","Avro 685 York C.1",30,79,2.63,"Karaj","1963"
"07-SEP-1946","Avro 685 York I",12,101,8.42,"Bathurst-Yun...","1946"
"23-DEC-1946","Avro 685 York I",12,101,8.42,"Rio de Janei...","1946"
"13-APR-1947","Avro 685 York I",12,101,8.42,"Dakar-Yoff A...","1947"
"24-JUL-1947","Avro 685 York I",12,101,8.42,"Morón AB, BA","1947"
"05-JAN-1949","Avro 685 York I",12,101,8.42,"Caravelas Ba...","1949"
"01-FEB-1949","Avro 685 York I",12,101,8.42,"Tripoli-Cast...","1949"
"15-MAR-1949","Avro 685 York I",12,101,8.42,"Berlin-Gatow","1949"
"11-MAR-1952","Avro 685 York I",12,101,8.42,"Hamburg-Fuhl...","1952"
"27-NOV-1952","Avro 685 York I",12,101,8.42,"Lyneham","1952"
"02-FEB-1953","Avro 685 York I",12,101,8.42,"Newfoudland,...","1953"
"29-SEP-1958","Avro 685 York I",12,101,8.42,"Mediterranea...","1958"
"11-SEP-1962","Avro 685 York I",12,101,8.42,"Azaiba Airfield","1962"
"27-JAN-1959","Avro 688 Super Trader",2,14,7,"Brindisi-Pap...","1959"
"23-APR-1959","Avro 688 Super Trader",2,14,7,"Mount Süphan","1959"
"30-JAN-1948","Avro 688 Tudor 1",1,31,31,"western Atla...","1948"
"17-JAN-1949","Avro 688 Tudor 4B",1,20,20,"western Atla...","1949"
"23-AUG-1947","Avro 689 Tudor 2",1,4,4,"Woodford Air...","1947"
"12-MAR-1950","Avro 689 Tudor 5",1,80,80,"Llandow","1950"
"23-OCT-1947","Avro 691 Lancastrian B.3",1,0,0,"London","1947"
"23-MAR-1946","Avro 691 Lancastrian C.1",9,18,2,"Indian Ocean","1946"
"02-MAY-1946","Avro 691 Lancastrian C.1",9,18,2,"Sydney, NSW","1946"
"17-MAY-1946","Avro 691 Lancastrian C.1",9,18,2,"Karachi-Maur...","1946"
"15-AUG-1946","Avro 691 Lancastrian C.1",9,18,2,"Bournemouth-...","1946"
"20-AUG-1946","Avro 691 Lancastrian C.1",9,18,2,"Rouen","1946"
"11-MAY-1947","Avro 691 Lancastrian C.1",9,18,2,"landing grou...","1947"
"27-AUG-1948","Avro 691 Lancastrian C.1",9,18,2,"Tengah RAF S...","1948"
"07-APR-1949","Avro 691 Lancastrian C.1",9,18,2,"Dubbo Airpor...","1949"
"07-NOV-1949","Avro 691 Lancastrian C.1",9,18,2,"Tripoli-Cast...","1949"
"30-AUG-1946","Avro 691 Lancastrian C.3",8,18,2.25,"Bathurst-Jes...","1946"
"08-DEC-1946","Avro 691 Lancastrian C.3",8,18,2.25,"Dunsfold Air...","1946"
"02-AUG-1947","Avro 691 Lancastrian C.3",8,18,2.25,"Tupungato Mo...","1947"
"05-SEP-1947","Avro 691 Lancastrian C.3",8,18,2.25,"Bermuda Air ...","1947"
"03-OCT-1947","Avro 691 Lancastrian C.3",8,18,2.25,"Belfast-Nutt...","1947"
"13-NOV-1947","Avro 691 Lancastrian C.3",8,18,2.25,"Bermuda Air ...","1947"
"22-NOV-1948","Avro 691 Lancastrian C.3",8,18,2.25,"Conholt Park","1948"
"23-DEC-1949","Avro 691 Lancastrian C.3",8,18,2.25,"Dakar-Yoff A...","1949"
"10-JUN-1947","Avro 691 Lancastrian C.4",2,6,3,"Natal Airpor...","1947"
"26-JUN-1949","Avro 691 Lancastrian C.4",2,6,3,"Berlin-R.A.F...","1949"
"01-AUG-1948","Avro 691 Lancastrian XPP",2,4,2,"Karachi-Maur...","1948"
"10-MAY-1949","Avro 691 Lancastrian XPP",2,4,2,"Schwerin","1949"
"11-JUL-1965","Avro 748-101 Srs. 1",1,0,0,"Ashford-Lymp...","1965"
"30-AUG-1962","Avro 748-105 Srs. 1",7,89,12.71,"Saladas, CR","1962"
"15-JUL-1969","Avro 748-105 Srs. 1",7,89,12.71,"Bahía Blanca...","1969"
"27-NOV-1969","Avro 748-105 Srs. 1",7,89,12.71,"Santa Rosa A...","1969"
"04-FEB-1970","Avro 748-105 Srs. 1",7,89,12.71,"Loma Alta, CH","1970"
"19-DEC-1970","Avro 748-105 Srs. 1",7,89,12.71,"Sarmiento","1970"
"14-APR-1976","Avro 748-105 Srs. 1",7,89,12.71,"Cutral-Có , NE","1976"
"31-JUL-1979","Avro 748-105 Srs. 1",7,89,12.71,"Shetland Isl...","1979"
"06-NOV-1997","Avro 748-106 Srs. 1A",1,0,0,"Pokhara Airp...","1997"
"12-DEC-1996","Avro RJ.100",9,99,11,"Zürich-Klote...","1996"
"11-JAN-1998","Avro RJ.100",9,99,11,"Samsun Airpo...","1998"
"23-FEB-1998","Avro RJ.100",9,99,11,"Diyarbakir A...","1998"
"24-NOV-2001","Avro RJ.100",9,99,11,"Zürich-Klote...","2001"
"27-DEC-2001","Avro RJ.100",9,99,11,"Zürich-Klote...","2001"
"08-JAN-2003","Avro RJ.100",9,99,11,"Diyarbakir A...","2003"
"18-AUG-2007","Avro RJ.100",9,99,11,"London City ...","2007"
"13-FEB-2009","Avro RJ.100",9,99,11,"London City ...","2009"
"26-DEC-2016","Avro RJ.100",9,99,11,"København-Ka...","2016"
"22-APR-2000","Avro RJ.70",1,0,0,"Siirt Airpor...","2000"
"15-OCT-2002","Avro RJ.85",3,71,23.67,"Memphis Inte...","2002"
"23-MAR-2016","Avro RJ.85",3,71,23.67,"Florence-Per...","2016"
"28-NOV-2016","Avro RJ.85",3,71,23.67,"Rionegro/Med...","2016"
"07-DEC-1956","Avro Shackleton MR.3",1,4,4,"Foolow","1956"
"04-MAR-1959","Baade 152",1,4,4,"Dresden-Klot...","1959"
"04-NOV-1969","BAC One-Eleven",10,0,0,"Grand Cayman...","1969"
"14-SEP-1970","BAC One-Eleven",10,0,0,"München-Riem...","1970"
"30-MAR-1971","BAC One-Eleven",10,0,0,"Guangzhou","1971"
"14-DEC-1972","BAC One-Eleven",10,0,0,"Montreal","1972"
"11-OCT-1973","BAC One-Eleven",10,0,0,"Hong Kong-Ka...","1973"
"07-JAN-1975","BAC One-Eleven",10,0,0,"London-Stans...","1975"
"07-OCT-1975","BAC One-Eleven",10,0,0,"Manila","1975"
"07-APR-1976","BAC One-Eleven",10,0,0,"Benghazi","1976"
"05-OCT-1981","BAC One-Eleven",10,0,0,"Buffalo-Grea...","1981"
"21-MAY-1982","BAC One-Eleven",10,0,0,"Cebu Airport...","1982"
"22-OCT-1963","BAC One-Eleven 200AB",1,7,7,"Chicklade","1963"
"18-MAR-1964","BAC One-Eleven 201AC",2,0,0,"Wisley Airfield","1964"
"14-JAN-1969","BAC One-Eleven 201AC",2,0,0,"Milano-Linate","1969"
"06-AUG-1966","BAC One-Eleven 203AE",3,43,14.33,"Falls City, NE","1966"
"09-JUL-1978","BAC One-Eleven 203AE",3,43,14.33,"Rochester-Mo...","1978"
"29-JUL-1997","BAC One-Eleven 203AE",3,43,14.33,"Calabar Airp...","1997"
"23-JUN-1967","BAC One-Eleven 204AF",3,34,11.33,"Blossburg, PA","1967"
"14-SEP-1991","BAC One-Eleven 204AF",3,34,11.33,"Port Harcour...","1991"
"23-AUG-1992","BAC One-Eleven 204AF",3,34,11.33,"Sokoto Airpo...","1992"
"29-AUG-1992","BAC One-Eleven 208AL",1,0,0,"Kaduna Airpo...","1992"
"07-SEP-1989","BAC One-Eleven 320AZ",1,0,0,"Port Harcour...","1989"
"09-FEB-1975","BAC One-Eleven 401AK",2,0,0,"South Lake T...","1975"
"27-MAR-2002","BAC One-Eleven 401AK",2,0,0,"Abuja Intern...","2002"
"12-SEP-1969","BAC One-Eleven 402AP",2,49,24.5,"Manila Inter...","1969"
"26-JUN-1991","BAC One-Eleven 402AP",2,49,24.5,"Sokoto Airpo...","1991"
"12-DEC-1971","BAC One-Eleven 412EB",2,1,0.5,"San José","1971"
"28-AUG-2001","BAC One-Eleven 412EB",2,1,0.5,"Libreville A...","2001"
"19-JUL-1970","BAC One-Eleven 414EG",1,0,0,"Gerona Airpo...","1970"
"08-NOV-1969","BAC One-Eleven 420EL",3,46,15.33,"Montevideo-C...","1969"
"21-NOV-1977","BAC One-Eleven 420EL",3,46,15.33,"San Carlos d...","1977"
"27-JAN-1978","BAC One-Eleven 420EL",3,46,15.33,"Buenos Aires...","1978"
"07-DEC-1970","BAC One-Eleven 424EU",1,19,19,"Constanta-Ko...","1970"
"19-JUL-1972","BAC One-Eleven 501EX",1,1,1,"Kerkyra Airp...","1972"
"06-SEP-1971","BAC One-Eleven 515FB",2,27,13.5,"Hamburg-Fuhl...","1971"
"18-SEP-1994","BAC One-Eleven 515FB",2,27,13.5,"Tamanrasset-...","1994"
"21-JUL-1989","BAC One-Eleven 516FP",1,0,0,"Manila Inter...","1989"
"18-APR-1974","BAC One-Eleven 518FG",1,0,0,"London-Luton...","1974"
"01-FEB-1974","BAC One-Eleven 520FN",2,0,0,"São Paulo-Co...","1974"
"04-JAN-1977","BAC One-Eleven 520FN",2,0,0,"São Paulo-Vi...","1977"
"15-AUG-1972","BAC One-Eleven 521FH",2,0,0,"Santiago","1972"
"04-DEC-1973","BAC One-Eleven 521FH",2,0,0,"Bahía Blanca...","1973"
"27-MAR-2002","BAC One-Eleven 523FJ",1,0,0,"Abuja Intern...","2002"
"03-JUN-1975","BAC One-Eleven 524FF",2,2,1,"Manila","1975"
"17-AUG-1978","BAC One-Eleven 524FF",2,2,1,"Simara Island","1978"
"30-DEC-1995","BAC One-Eleven 525FT",3,0,0,"Istanbul-Ata...","1995"
"07-JUN-1997","BAC One-Eleven 525FT",3,0,0,"Stockholm-Ar...","1997"
"04-MAY-2002","BAC One-Eleven 525FT",3,0,0,"Kano","2002"
"23-MAY-1976","BAC One-Eleven 527FK",2,13,6.5,"Zamboanga Ai...","1976"
"04-AUG-1984","BAC One-Eleven 527FK",2,13,6.5,"Tacloban Air...","1984"
"10-JUN-1990","BAC One-Eleven 528FL",1,0,0,"Didcot","1990"
"07-MAY-1981","BAC One-Eleven 529FR",1,31,31,"Buenos Aires...","1981"
"15-DEC-1986","BAe-125-600B",1,0,0,"Casablanca","1986"
"02-MAY-1981","BAe-125-700A",15,40,2.67,"Monterrey","1981"
"08-SEP-1994","BAe-125-700A",15,40,2.67,"Reno/Tahoe I...","1994"
"19-OCT-1999","BAe-125-700A",15,40,2.67,"Fayetteville...","1999"
"20-DEC-2000","BAe-125-700A",15,40,2.67,"Jackson Hole...","2000"
"20-SEP-2003","BAe-125-700A",15,40,2.67,"Beaumont, TX","2003"
"08-MAR-2005","BAe-125-700A",15,40,2.67,"Teterboro Ai...","2005"
"02-JAN-2006","BAe-125-700A",15,40,2.67,"Kharkov Airp...","2006"
"01-NOV-2006","BAe-125-700A",15,40,2.67,"Fort Lauderd...","2006"
"05-MAY-2011","BAe-125-700A",15,40,2.67,"Loreto Airpo...","2011"
"19-APR-2014","BAe-125-700A",15,40,2.67,"Saltillo-Pla...","2014"
"06-JUN-2014","BAe-125-700A",15,40,2.67,"Apure","2014"
"20-MAY-2015","BAe-125-700A",15,40,2.67,"Puerto Colombia","2015"
"05-SEP-2015","BAe-125-700A",15,40,2.67,"Dakar, Senegal","2015"
"10-NOV-2015","BAe-125-700A",15,40,2.67,"Akron-Fulton...","2015"
"04-SEP-2017","BAe-125-700A",15,40,2.67,"Hato Viejo","2017"
"11-APR-1985","BAe-125-700B",7,28,4,"Salta, SA","1985"
"31-DEC-1985","BAe-125-700B",7,28,4,"Kaduna","1985"
"??-FEB-1991","BAe-125-700B",7,28,4,"Baghdad-Al M...","1991"
"22-FEB-1992","BAe-125-700B",7,28,4,"Mbeya Airpor...","1992"
"18-JAN-1996","BAe-125-700B",7,28,4,"Kano","1996"
"10-JUL-2011","BAe-125-700B",7,28,4,"Benin City A...","2011"
"12-FEB-2014","BAe-125-700B",7,28,4,"Moskva-Vnuko...","2014"
"07-AUG-1988","BAe-125-800A",3,11,3.67,"Cutio Bie","1988"
"27-OCT-2003","BAe-125-800A",3,11,3.67,"Las Potranca...","2003"
"31-JUL-2008","BAe-125-800A",3,11,3.67,"Owatonna Air...","2008"
"26-OCT-2009","BAe-125-800B",3,5,1.67,"Minsk-2 Inte...","2009"
"05-JUN-2016","BAe-125-800B",3,5,1.67,"Neryungri Ai...","2016"
"09-FEB-2017","BAe-125-800B",3,5,1.67,"São Paulo-Gu...","2017"
"04-DEC-2015","BAe-125-800SP",1,0,0,"Palm Springs...","2015"
"17-JUL-2000","BAe-146",1,0,0,"London-Gatwi...","2000"
"10-MAR-1998","BAe-146-100",2,38,19,"Hwange Airpo...","1998"
"25-SEP-1998","BAe-146-100",2,38,19,"Melilla Airp...","1998"
"07-DEC-1987","BAe-146-200",6,43,7.17,"Paso Robles, CA","1987"
"12-DEC-2002","BAe-146-200",6,43,7.17,"Birmingham","2002"
"14-NOV-2005","BAe-146-200",6,43,7.17,"Catarman-Nat...","2005"
"22-APR-2008","BAe-146-200",6,43,7.17,"Bucharest-Ot...","2008"
"19-OCT-2013","BAe-146-200",6,43,7.17,"Balesin Airs...","2013"
"23-FEB-2015","BAe-146-200",6,43,7.17,"Guernsey Air...","2015"
"27-FEB-1987","BAe-146-200A",3,24,8,"Fresno Air T...","1987"
"20-FEB-1991","BAe-146-200A",3,24,8,"Puerto Willi...","1991"
"10-OCT-2006","BAe-146-200A",3,24,8,"Stord-Sørsto...","2006"
"08-MAY-2013","BAe-146-200QT",1,0,0,"Wamena Airpo...","2013"
"23-JUL-1993","BAe-146-300",5,62,12.4,"Yinchuan Air...","1993"
"09-APR-2009","BAe-146-300",5,62,12.4,"Wamena (WMX)","2009"
"09-MAY-2015","BAe-146-300",5,62,12.4,"Dahra Oilfield","2015"
"06-OCT-2015","BAe-146-300",5,62,12.4,"Tamale Airpo...","2015"
"19-JUN-2016","BAe-146-300",5,62,12.4,"Khark Airpor...","2016"
"16-APR-1983","BAe-748",19,49,2.58,"Khartoum","1983"
"15-SEP-1988","BAe-748",19,49,2.58,"Cheney, ON","1988"
"28-JUN-1989","BAe-748",19,49,2.58,"Yaoundé-Vill...","1989"
"25-APR-1996","BAe-748",19,49,2.58,"Meghauli Air...","1996"
"11-JUL-1996","BAe-748",19,49,2.58,"Ambon-Pattim...","1996"
"28-AUG-1996","BAe-748",19,49,2.58,"Balikpapan-S...","1996"
"01-FEB-1997","BAe-748",19,49,2.58,"Tambacounda ...","1997"
"13-OCT-1997","BAe-748",19,49,2.58,"Yogyakarta-A...","1997"
"31-MAR-1998","BAe-748",19,49,2.58,"London-Stans...","1998"
"20-MAY-1998","BAe-748",19,49,2.58,"Johannesburg...","1998"
"06-AUG-1998","BAe-748",19,49,2.58,"Kasabonika A...","1998"
"03-DEC-1998","BAe-748",19,49,2.58,"Iqaluit Airp...","1998"
"05-SEP-1999","BAe-748",19,49,2.58,"Kathmandu-Tr...","1999"
"16-APR-2002","BAe-748",19,49,2.58,"Sun City-Pil...","2002"
"01-JUN-2002","BAe-748",19,49,2.58,"George","2002"
"20-DEC-2009","BAe-748",19,49,2.58,"Tonj Airfield","2009"
"17-FEB-2014","BAe-748",19,49,2.58,"Rubkona Airport","2014"
"14-NOV-2014","BAe-748",19,49,2.58,"Panyagor Air...","2014"
"16-JAN-2018","BAe-748",19,49,2.58,"Jessore Airp...","2018"
"29-NOV-1984","BAe 3101 Jetstream 31",14,28,2,"Atlanta-Will...","1984"
"26-MAY-1987","BAe 3101 Jetstream 31",14,28,2,"New Orleans ...","1987"
"14-DEC-1987","BAe 3101 Jetstream 31",14,28,2,"Joplin Airpo...","1987"
"25-MAR-1988","BAe 3101 Jetstream 31",14,28,2,"Decatur, TX","1988"
"26-DEC-1989","BAe 3101 Jetstream 31",14,28,2,"Pasco-Tri-Ci...","1989"
"30-JAN-1991","BAe 3101 Jetstream 31",14,28,2,"Beckley Airp...","1991"
"12-MAR-1992","BAe 3101 Jetstream 31",14,28,2,"Knoxville-Mc...","1992"
"19-APR-1993","BAe 3101 Jetstream 31",14,28,2,"Merced Munic...","1993"
"01-DEC-1993","BAe 3101 Jetstream 31",14,28,2,"Hibbing-Chis...","1993"
"30-NOV-2001","BAe 3101 Jetstream 31",14,28,2,"Skien Airpor...","2001"
"17-JAN-2003","BAe 3101 Jetstream 31",14,28,2,"Yacuiba Airp...","2003"
"18-NOV-2004","BAe 3101 Jetstream 31",14,28,2,"Caracas-Simo...","2004"
"31-DEC-2012","BAe 3101 Jetstream 31",14,28,2,"San Pedro Su...","2012"
"12-OCT-2014","BAe 3101 Jetstream 31",14,28,2,"Punta Cana I...","2014"
"01-JUN-2006","BAe 3101 Jetstream 31EP",1,0,0,"Bocas Del To...","2006"
"30-NOV-1986","BAe 3102 Jetstream 31",8,22,2.75,"Erie Interna...","1986"
"09-FEB-1988","BAe 3102 Jetstream 31",8,22,2.75,"Springfield ...","1988"
"21-MAY-2000","BAe 3102 Jetstream 31",8,22,2.75,"Wilkes-Barre...","2000"
"17-SEP-2003","BAe 3102 Jetstream 31",8,22,2.75,"Wick Airport...","2003"
"??-JAN-2006","BAe 3102 Jetstream 31",8,22,2.75,"Cap Haitien ...","2006"
"12-FEB-2009","BAe 3102 Jetstream 31",8,22,2.75,"Heraklion-N....","2009"
"08-MAR-2012","BAe 3102 Jetstream 31",8,22,2.75,"Isle Of Man-...","2012"
"15-AUG-2014","BAe 3102 Jetstream 31",8,22,2.75,"Doncaster/Sh...","2014"
"26-JAN-1998","BAe 3103 Jetstream 31",2,0,0,"København-Ka...","1998"
"13-FEB-2008","BAe 3103 Jetstream 31",2,0,0,"Los Roques A...","2008"
"12-FEB-2004","BAe 3109 Jetstream 31",1,0,0,"Aarhus-Tirst...","2004"
"20-JAN-1998","BAe 3112 Jetstream 31",3,0,0,"Lloydminster...","1998"
"09-JAN-2007","BAe 3112 Jetstream 31",3,0,0,"Fort St. Joh...","2007"
"27-NOV-2008","BAe 3112 Jetstream 31",3,0,0,"Fort Smith A...","2008"
"27-JUN-2009","BAe 3201 Jetstream 31",1,0,0,"Salerno FOB","2009"
"06-OCT-1992","BAe 3201 Jetstream 32",3,17,5.67,"Glasgow-Pres...","1992"
"24-JUN-1994","BAe 3201 Jetstream 32",3,17,5.67,"Orlando Inte...","1994"
"13-DEC-1994","BAe 3201 Jetstream 32",3,17,5.67,"Raleigh/Durh...","1994"
"08-JUL-2000","BAe 3201 Jetstream 32EP",3,32,10.67,"Chulum Juarez","2000"
"19-OCT-2004","BAe 3201 Jetstream 32EP",3,32,10.67,"Kirksville R...","2004"
"08-FEB-2008","BAe 3201 Jetstream 32EP",3,32,10.67,"Christchurch...","2008"
"03-OCT-2006","BAe 3202 Jetstream 32",1,0,0,"Wick Airport...","2006"
"25-JUN-1998","BAe 3212 Jetstream 32",2,0,0,"Buenos Aires...","1998"
"19-JUL-2009","BAe 3212 Jetstream 32",2,0,0,"Metropolitan...","2009"
"17-SEP-2003","BAe 3212 Jetstream 32EP",1,0,0,"Luleå-Kallax...","2003"
"02-SEP-1994","BAe 3216 Jetstream 32",1,0,0,"Aden Interna...","1994"
"02-FEB-2015","BAe 4100 Jetstream 41",1,0,0,"Rhodes/Parad...","2015"
"07-JAN-1994","BAe 4101 Jetstream 41",4,5,1.25,"Columbus-Por...","1994"
"29-DEC-2000","BAe 4101 Jetstream 41",4,5,1.25,"Charlottesvi...","2000"
"08-JUL-2002","BAe 4101 Jetstream 41",4,5,1.25,"Pittsburgh I...","2002"
"24-SEP-2016","BAe 4101 Jetstream 41",4,5,1.25,"Bhairawa Air...","2016"
"24-SEP-2009","BAe 4121 Jetstream 41",1,1,1,"Durban Inter...","2009"
"15-DEC-1994","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Lobito Airport","1994"
"05-APR-2002","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Casper/Natro...","2002"
"30-APR-2003","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Ocaña-Aguas ...","2003"
"20-DEC-2007","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Mt. Patterson","2007"
"04-JAN-2009","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Tony Camp","2009"
"18-FEB-2009","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Medellín-Enr...","2009"
"20-DEC-2012","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Holtanna Gla...","2012"
"01-DEC-2016","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Pickle Lake ...","2016"
"17-MAR-2017","Basler BT-67 Turbo 67 (DC-3T)",9,2,0.22,"Pickle Lake ...","2017"
"01-DEC-1974","Beech 100 King Air",15,19,1.27,"Birmingham A...","1974"
"27-SEP-1977","Beech 100 King Air",15,19,1.27,"Auburn, AL","1977"
"10-DEC-1986","Beech 100 King Air",15,19,1.27,"Windsor, MA","1986"
"16-SEP-1989","Beech 100 King Air",15,19,1.27,"Houston-Will...","1989"
"07-APR-2001","Beech 100 King Air",15,19,1.27,"Grande Prair...","2001"
"13-JUL-2004","Beech 100 King Air",15,19,1.27,"Fort Vermili...","2004"
"12-OCT-2008","Beech 100 King Air",15,19,1.27,"Bauru Airpor...","2008"
"11-NOV-2008","Beech 100 King Air",15,19,1.27,"Stony Rapids...","2008"
"16-JAN-2009","Beech 100 King Air",15,19,1.27,"Island Lake,...","2009"
"01-MAR-2009","Beech 100 King Air",15,19,1.27,"San Miguel, ...","2009"
"25-OCT-2010","Beech 100 King Air",15,19,1.27,"Kirby Lake A...","2010"
"27-OCT-2011","Beech 100 King Air",15,19,1.27,"Vancouver In...","2011"
"09-MAR-2012","Beech 100 King Air",15,19,1.27,"Deadman's Ca...","2012"
"10-JUN-2013","Beech 100 King Air",15,19,1.27,"Saint-Mathie...","2013"
"30-OCT-2016","Beech 100 King Air",15,19,1.27,"Jeffersonvil...","2016"
"06-APR-1987","Beech 1900",1,0,0,"Boston-Logan...","1987"
"20-MAY-1984","Beech 1900C",17,50,2.94,"Hannover","1984"
"23-NOV-1987","Beech 1900C",17,50,2.94,"Homer Airpor...","1987"
"28-DEC-1991","Beech 1900C",17,50,2.94,"Block Island...","1991"
"05-MAR-1995","Beech 1900C",17,50,2.94,"Minneapolis-...","1995"
"13-AUG-1997","Beech 1900C",17,50,2.94,"Seattle/Taco...","1997"
"11-SEP-1998","Beech 1900C",17,50,2.94,"Saint Mary's...","1998"
"14-SEP-2001","Beech 1900C",17,50,2.94,"St. John's A...","2001"
"09-DEC-2002","Beech 1900C",17,50,2.94,"Mena, AR","2002"
"22-OCT-2004","Beech 1900C",17,50,2.94,"New Providen...","2004"
"06-JUL-2007","Beech 1900C",17,50,2.94,"Nairobi-Wils...","2007"
"02-MAY-2008","Beech 1900C",17,50,2.94,"Rumbek","2008"
"23-MAY-2008","Beech 1900C",17,50,2.94,"Billings-Log...","2008"
"17-MAR-2012","Beech 1900C",17,50,2.94,"Blue River A...","2012"
"09-FEB-2013","Beech 1900C",17,50,2.94,"Blue River A...","2013"
"23-OCT-2013","Beech 1900C",17,50,2.94,"Homer Airpor...","2013"
"11-FEB-2015","Beech 1900C",17,50,2.94,"Miami Execut...","2015"
"30-SEP-2016","Beech 1900C",17,50,2.94,"Deadman's Ca...","2016"
"18-MAY-1990","Beech 1900C-1",17,78,4.59,"Manila Inter...","1990"
"03-JAN-1992","Beech 1900C-1",17,78,4.59,"Saranac Lake...","1992"
"19-NOV-1996","Beech 1900C-1",17,78,4.59,"Quincy Munic...","1996"
"04-JAN-1999","Beech 1900C-1",17,78,4.59,"Saint-August...","1999"
"11-FEB-1999","Beech 1900C-1",17,78,4.59,"Saint Mary's...","1999"
"19-FEB-2000","Beech 1900C-1",17,78,4.59,"an airstrip ...","2000"
"17-MAY-2000","Beech 1900C-1",17,78,4.59,"Moanda Airpo...","2000"
"17-MAR-2001","Beech 1900C-1",17,78,4.59,"Quilemba","2001"
"29-APR-2003","Beech 1900C-1",17,78,4.59,"Kinshasa-N'D...","2003"
"14-JAN-2008","Beech 1900C-1",17,78,4.59,"Lihue, HI","2008"
"01-SEP-2008","Beech 1900C-1",17,78,4.59,"Bukavu-Kavum...","2008"
"21-JAN-2010","Beech 1900C-1",17,78,4.59,"Sand Point M...","2010"
"05-NOV-2010","Beech 1900C-1",17,78,4.59,"Karachi-Jinn...","2010"
"03-DEC-2010","Beech 1900C-1",17,78,4.59,"Maputo Inter...","2010"
"08-MAR-2013","Beech 1900C-1",17,78,4.59,"Dillingham M...","2013"
"07-APR-2013","Beech 1900C-1",17,78,4.59,"São Tomé Isl...","2013"
"22-NOV-2013","Beech 1900C-1",17,78,4.59,"Badami Airpo...","2013"
"15-DEC-1994","Beech 1900D",35,82,2.34,"Farmington M...","1994"
"07-DEC-1995","Beech 1900D",35,82,2.34,"Port-au-Prin...","1995"
"20-JAN-1998","Beech 1900D",35,82,2.34,"Saranac Lake...","1998"
"25-JUL-1998","Beech 1900D",35,82,2.34,"Saravena","1998"
