"date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence","year","passenger.x","passenger.y","passenger"
"17-JAN-1969","Douglas C-47A (DC-3)","VT-DTH","Hindu Publications","2","Kozhikode-Ca...",NA,NA,"A1",1,"1969",NA,NA,NA
"17-JAN-1969","C-7A Caribou","60-5434","USAF","0","Vung Tau (VTG)",NA,NA,"A1",1,"1969",NA,NA,NA
"18-JAN-1969","Boeing 727-22C","N7434U","United Airlines","38","Los Angeles, CA",NA,NA,"A1",1,"1969",NA,NA,NA
"19-JAN-1969","DC-8","","Eastern Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"19-JAN-1969","Lockheed L-188A Electra","","Ecuatoriana","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"24-JAN-1969","Antonov An-24B","SP-LTE","LOT","0","Wroclaw",NA,NA,"A1",1,"1969",NA,NA,NA
"24-JAN-1969","Lockheed EC-121R Super Constellatio","67-21476","USAF","0","Falmouth-Oti...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-JAN-1969","Boeing 727","","National Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"27-JAN-1969","Lockheed C-130E Hercules","63-7780","USAF","0","Tonle Cham",NA,NA,"C1",1,"1969",NA,NA,NA
"28-JAN-1969","DC-8","","National Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"28-JAN-1969","DC-8","","Eastern Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"29-JAN-1969","Boeing KC-97L Stratotanker","52-0904","Air National Guard","4","Milwaukee-Ge...",NA,NA,"A1",1,"1969",NA,NA,NA
"31-JAN-1969","DC-8","","National Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"01-FEB-1969","Curtiss C-46A","CP-745","Bolivian Air System","","Reyes",NA,NA,"A1",1,"1969",NA,NA,NA
"02-FEB-1969","Vickers 794D Viscount","TC-SET","THY","0","Ankara-Esenb...",NA,NA,"A1",1,"1969",NA,NA,NA
"03-FEB-1969","Boeing 727","","National Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"03-FEB-1969","Boeing 727","","Eastern Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"03-FEB-1969","Curtiss C-46A","N5133B","Carolina Aircraft","0","Manaus, AM",NA,NA,"A1",1,"1969",NA,NA,NA
"04-FEB-1969","Convair CV-440","YU-ADL","JAT","0","Titograd Air...",NA,NA,"A1",1,"1969",NA,NA,NA
"04-FEB-1969","Lockheed HC-130H Hercules","65-0990","USAF","13","Taiwan",NA,NA,"A1",1,"1969",NA,NA,NA
"05-FEB-1969","Douglas C-54G (DC-4)","HK-1065","SAM Colombia","0","Santiago Air...",NA,NA,"H2",1,"1969",NA,NA,NA
"05-FEB-1969","Douglas EC-47Q","45-1133","USAF","10","Saravane",NA,NA,"C1",1,"1969",NA,NA,NA
"06-FEB-1969","DC-9-15MC","N1304T","Texas International","0","Harlingen, TX",NA,NA,"A2",1,"1969",NA,NA,NA
"08-FEB-1969","Fairchild F-27F","CF-PAP","Stanair","0","Mikaa Lake, AB",NA,NA,"A1",1,"1969",NA,NA,NA
"08-FEB-1969","Douglas DC-6","","Unknown","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"10-FEB-1969","DC-8","","Eastern Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"11-FEB-1969","DC-9","","LAV","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"11-FEB-1969","Lockheed SP-2E Neptune","131487","US Navy","7","Santa Ana-El...",NA,NA,"A1",1,"1969",NA,NA,NA
"12-FEB-1969","Douglas C-47B (DC-3)","14+05","German AF","4","Husum Schwes...",NA,NA,"A1",1,"1969",NA,NA,NA
"12-FEB-1969","Nord 2501D Noratlas","52+57","German AF","10+ 1","Erding Air Base",NA,NA,"A1",1,"1969",NA,NA,NA
"12-FEB-1969","U-1A Otter (DHC-3)","55-3271","US Army","0","",NA,NA,"A1",1,"1969",NA,NA,NA
"13-FEB-1969","Curtiss C-46D","HK-683","Aeropesca Colombia","0","Bogotá-Eldor...",NA,NA,"A1",1,"1969",NA,NA,NA
"14-FEB-1969","Curtiss C-46D","71-1134","JASDF","","Matsushima A...",NA,NA,"A1",1,"1969",NA,NA,NA
"15-FEB-1969","Douglas C-47B (DC-3)","B-241","FEAT","","Kaohsiung",NA,NA,"A1",1,"1969",NA,NA,NA
"18-FEB-1969","Douglas C-47A (DC-3)","VT-CJH","Indian Airlines","0","Jaipur-Sanga...",NA,NA,"A1",1,"1969",NA,NA,NA
"18-FEB-1969","Douglas C-49J (DC-3)","N15570","Hawthorne Nevada","35","Lone Pine, CA",NA,NA,"A1",1,"1969",NA,NA,NA
"18-FEB-1969","Boeing 720-058B","4X-ABB","El Al","0+ 1","Zürich-Klote...",NA,NA,"C2",1,"1969",NA,NA,NA
"20-FEB-1969","Vickers 736 Viscount","G-AODG","BMA","0","East Midland...",NA,NA,"A1",1,"1969",NA,NA,NA
"21-FEB-1969","Douglas C-47 (DC-3)","IJ820","Indian AF","","",NA,NA,"U1",1,"1969",NA,NA,NA
"24-FEB-1969","Handley Page HPR-7 Herald 201","B-2009","FEAT","36","Tainan",NA,NA,"A1",1,"1969",NA,NA,NA
"25-FEB-1969","DC-8","","Eastern Air Lines","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"01-MAR-1969","C-7B Caribou","63-9762","USAF","0","Phu Cat Air ...",NA,NA,"A1",1,"1969",NA,NA,NA
"01-MAR-1969","Lockheed P-2H Neptune","140964","US Navy","","Guam",NA,NA,"A1",1,"1969",NA,NA,NA
"02-MAR-1969","Howard Super Ventura","N3403","National Steel Corp.","0","Gaylord-Otse...",NA,NA,"A1",1,"1969",NA,NA,NA
"03-MAR-1969","DHC-3 Otter","VP-FAM","British Antarctic Survey","0","Stonington I...",NA,NA,"A1",1,"1969",NA,NA,NA
"03-MAR-1969","Antonov An-2M","CCCP-06214","Aeroflot, Moscow SPiMVL","2","Rubashovka, ...",NA,NA,"A1",1,"1969",NA,NA,NA
"05-MAR-1969","de Havilland DH-114 Heron 2D","N563PR","Prinair","19","San Juan",NA,NA,"A1",1,"1969",NA,NA,NA
"05-MAR-1969","Boeing 727","","National Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"06-MAR-1969","Lockheed P-3B Orion","152765","US Navy","6","Lemoore-NAS/...",NA,NA,"A1",1,"1969",NA,NA,NA
"08-MAR-1969","Douglas C-47A (DC-3)","N65134","Zamrud Airlines","0","Hilo, HI, USA",NA,NA,"A1",1,"1969",NA,NA,NA
"08-MAR-1969","Lockheed C-130E Hercules","64-0545","USAF","12","Ching Chuan ...",NA,NA,"A1",1,"1969",NA,NA,NA
"09-MAR-1969","Douglas DC-4","N3821","Continental Air Transport","3","Atlantic Ocean",NA,NA,"A1",1,"1969",NA,NA,NA
"11-MAR-1969","Boeing 707-379C","ET-ACQ","Ethiopian Airlines","0","Frankfurt In...",NA,NA,"C2",1,"1969",NA,NA,NA
"11-MAR-1969","Douglas C-54A (DC-4)","HK-757","SAM Colombia","1","Cartagena-Cr...",NA,NA,"H2",1,"1969",NA,NA,NA
"16-MAR-1969","DC-9-32","YV-C-AVD","AVENSA, op.for VIASA","84+ 71","Maracaibo",NA,NA,"A1",1,"1969",NA,NA,NA
"16-MAR-1969","Douglas DC-6","HK-754","Aerocondor de Colombia","0","Camagüey Air...",NA,NA,"H2",1,"1969",NA,NA,NA
"17-MAR-1969","DC-9","","Delta Air Lines","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"17-MAR-1969","Boeing 727","","Faucett","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"19-MAR-1969","Douglas C-47 (DC-3)","4W-AAS","Yemen Airlines","4","Taiz",NA,NA,"A1",1,"1969",NA,NA,NA
"19-MAR-1969","Convair CV-880","","Delta Air Lines","0","New Orleans, LA",NA,NA,"H2",1,"1969",NA,NA,NA
"20-MAR-1969","Ilyushin Il-18D","SU-APC","UAA","100","Aswan Airpor...",NA,NA,"A1",1,"1969",NA,NA,NA
"20-MAR-1969","Vickers 815 Viscount","G-AVJA","BMA","3","Manchester-R...",NA,NA,"A1",1,"1969",NA,NA,NA
"20-MAR-1969","Douglas DC-3-216","N142D","Avion Airways, op.for private","16","New Orleans ...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-MAR-1969","Antonov An-24","CCCP-46751","Aeroflot / Kazakstan","4","Alma-Ata Air...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-MAR-1969","Lockheed Hercules C.1 (C-130K)","XV180","RAF","6","Fairford RAF...",NA,NA,"A1",1,"1969",NA,NA,NA
"25-MAR-1969","Boeing KC-135A Stratotanker","56-3602","USAF","0","Limestone-Lo...",NA,NA,"A1",1,"1969",NA,NA,NA
"25-MAR-1969","DC-8","","Delta Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"26-MAR-1969","Lockheed L-1649A Starliner","N7311C","Trans American Leasing","0","Colchane",NA,NA,"A1",1,"1969",NA,NA,NA
"28-MAR-1969","Douglas C-47A (DC-3)","OO-SBH","BIAS, op.for Linair","0","Jakharrad",NA,NA,"A1",1,"1969",NA,NA,NA
"28-MAR-1969","Antonov An-2","CCCP-98316","Aeroflot / Tajikistan","11","Sagirdasht",NA,NA,"A1",1,"1969",NA,NA,NA
"30-MAR-1969","Antonov An-2R","CCCP-29390","Aeroflot / Ukraine","4","Sergeyevka, ...",NA,NA,"A1",1,"1969",NA,NA,NA
"30-MAR-1969","DHC-3 Otter","5N-ABM","Nigerian Government","7","Kano",NA,NA,"A1",1,"1969",NA,NA,NA
"02-APR-1969","Curtiss C-46F","N3914","Islands of the Bahamas Inc","2","Nassau Inter...",NA,NA,"A1",1,"1969",NA,NA,NA
"02-APR-1969","Antonov An-24B","SP-LTF","LOT","53","Zawoja",NA,NA,"A1",1,"1969",NA,NA,NA
"02-APR-1969","Douglas DC-6B","XV-NUC","Air Vietnam","0","Hue-Citadel ...",NA,NA,"C1",1,"1969",NA,NA,NA
"02-APR-1969","Douglas DC-4","PP-LET","VASP","","Rio de Janei...",NA,NA,"U1",1,"1969",NA,NA,NA
"07-APR-1969","Vickers 757 Viscount","CF-THK","Air Canada","1","Sept-Îles Ai...",NA,NA,"A1",1,"1969",NA,NA,NA
"07-APR-1969","Lockheed C-130E Hercules","5-112","Iran AF","","Shiraz",NA,NA,"A1",1,"1969",NA,NA,NA
"07-APR-1969","Antonov An-2","CCCP-13667","Aeroflot / Northern","3","Severny, Sta...",NA,NA,"A1",1,"1969",NA,NA,NA
"07-APR-1969","Douglas C-47D (DC-3)","43-49540","USAF","","Baden-Baden",NA,NA,"A1",1,"1969",NA,NA,NA
"10-APR-1969","Douglas C-47A (DC-3)","ET-AAQ","Ethiopian Airlines, op.for UAA","3","Suez",NA,NA,"C1",1,"1969",NA,NA,NA
"11-APR-1969","Douglas DC-6","","Unknown","0","Havana",NA,NA,"H2",1,"1969",NA,NA,NA
"11-APR-1969","U-1A Otter (DHC-3)","59-2221","US Army","3","San Antonio ...",NA,NA,"A1",1,"1969",NA,NA,NA
"13-APR-1969","Boeing 727","","Pan Am","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"14-APR-1969","Fairchild F-27","PI-C870","Air Manila Int.","0","Roscas",NA,NA,"A1",1,"1969",NA,NA,NA
"14-APR-1969","Douglas DC-3A","PP-CBZ","Cruzeiro do Sul","","Santa Isabel...",NA,NA,"A1",1,"1969",NA,NA,NA
"14-APR-1969","Douglas C-54G (DC-4)","HK-1065","SAM Colombia","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"14-APR-1969","Douglas C-47B (DC-3)","BJ913","Indian AF","","",NA,NA,"U1",1,"1969",NA,NA,NA
"15-APR-1969","Lockheed EC-121M Super Constellatio","135749","US Navy","31","Chongjin",NA,NA,"C1",1,"1969",NA,NA,NA
"15-APR-1969","Douglas DC-3D","N4296","Aviation Enterprises","","Coventry-Bag...",NA,NA,"U1",1,"1969",NA,NA,NA
"16-APR-1969","Curtiss C-46","9T-PLJ ?","WIGMO","45","River Congo",NA,NA,"A1",1,"1969",NA,NA,NA
"17-APR-1969","Learjet 25","N515VW","Volkswagen Pacific","2","Corban",NA,NA,"A1",1,"1969",NA,NA,NA
"17-APR-1969","DHC-3 Otter","3696","Canadian Armed Forces","","Abercorn, QC",NA,NA,"A1",1,"1969",NA,NA,NA
"18-APR-1969","Antonov An-2R","CCCP-09193","Aeroflot / Kazakstan","7","Otar, Kurdai...",NA,NA,"A1",1,"1969",NA,NA,NA
"21-APR-1969","Fokker F-27 Friendship 200","VT-DOJ","Indian Airlines","44","Khulna Airpo...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-APR-1969","Douglas DC-3A-191","PI-C947","Filipinas Orient Airways","0","Manila Inter...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-APR-1969","Douglas C-47A (DC-3)","B-251","FEAT","0","Phan Thiet A...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-APR-1969","Douglas C-47A (DC-3)","9G-AAF","Ghana Airways","1","Takoradi Air...",NA,NA,"A1",1,"1969",NA,NA,NA
"25-APR-1969","Douglas C-54B (DC-4)","N3934C","Pan African Airlines","0","Enugu",NA,NA,"C2",1,"1969",NA,NA,NA
"25-APR-1969","Lockheed EC-121R Super Constellatio","67-21493","USAF","18","Korat AFB",NA,NA,"A1",1,"1969",NA,NA,NA
"28-APR-1969","Boeing 727-116","CC-CAQ","LAN Chile","0","Colina",NA,NA,"A1",1,"1969",NA,NA,NA
"28-APR-1969","Tupolev Tu-104B","CCCP-42436","Aeroflot / East Siberia","","Irkutsk Airp...",NA,NA,"A1",1,"1969",NA,NA,NA
"29-APR-1969","Lockheed C-130B Hercules","61-2637","USAF","0","Loc Ninh",NA,NA,"C1",1,"1969",NA,NA,NA
"01-MAY-1969","Canadair CL-44D4-2","N446T","Mobil Oil","0","Anchorage In...",NA,NA,"A1",1,"1969",NA,NA,NA
"01-MAY-1969","Douglas C-54B (DC-4)","F-BELL","Air Vietnam","","Saigon Airpo...",NA,NA,"O1",1,"1969",NA,NA,NA
"03-MAY-1969","Morane Saulnier MS.760B Paris II","N760M","private","4","Evadale, TX",NA,NA,"A1",1,"1969",NA,NA,NA
"04-MAY-1969","Lockheed P-2H Neptune","140962","US Navy","0","Los Alamitos...",NA,NA,"A1",1,"1969",NA,NA,NA
"05-MAY-1969","Boeing 727","","National Airlines","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"05-MAY-1969","Douglas C-47A (DC-3)","TC-28","Argentine AF","11","Río Cuarto, CD",NA,NA,"A1",1,"1969",NA,NA,NA
"05-MAY-1969","Lockheed PV-2 Harpoon","N7260C","Master Equipment Co.","0","Sebring, FL",NA,NA,"A1",1,"1969",NA,NA,NA
"06-MAY-1969","Douglas DC-3C","PP-SPY","VASP","","unknown",NA,NA,"A1",1,"1969",NA,NA,NA
"07-MAY-1969","Curtiss C-46F","N1243N","Flying W Airways","2","Medford, NJ",NA,NA,"A1",1,"1969",NA,NA,NA
"07-MAY-1969","Douglas DC-6A/C","HB-IBT","Balair, op.for Red Cross","4","Uli Airstrip",NA,NA,"A1",1,"1969",NA,NA,NA
"08-MAY-1969","Boeing C-97G Stratofreighter","N52679","Nordchurchaid","0","Uli Airstrip",NA,NA,"A1",1,"1969",NA,NA,NA
"08-MAY-1969","Convair CV-240-6","ZP-CDN","LAP","0","Asuncion-Pre...",NA,NA,"O1",1,"1969",NA,NA,NA
"15-MAY-1969","Antonov An-2","CCCP-32607","Aeroflot / Georgia","2","Novotitarovk...",NA,NA,"A1",1,"1969",NA,NA,NA
"18-MAY-1969","Douglas DC-3","HI-159","Aerovias Quisqueyana","0","Santo Domingo",NA,NA,"A1",1,"1969",NA,NA,NA
"18-MAY-1969","Lockheed KC-130F Hercules","149814","USMC","6","Phu Bai",NA,NA,"A1",1,"1969",NA,NA,NA
"18-MAY-1969","Fairchild C-123K Provider","54-0639","USAF","6","Bien Hoa Air...",NA,NA,"C1",1,"1969",NA,NA,NA
"20-MAY-1969","Boeing 737-159","HK-1403","Avianca","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"20-MAY-1969","Lockheed 18 Lodestar","XA-SAC","Aero Cargo","","Bahia de Tod...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-MAY-1969","Curtiss C-46F","N1247N","Kimex Inc","1","Barcelona",NA,NA,"A1",1,"1969",NA,NA,NA
"23-MAY-1969","Douglas C-47A (DC-3)","XY-ACR","Union of Burma Airways","6","Lashio Airpo...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-MAY-1969","Lockheed C-130E Hercules","63-7789","USAF","1","Alderney, Ch...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-MAY-1969","Transall C-160F","F-14/61-MI","French AF","","Flores, Azores",NA,NA,"A1",1,"1969",NA,NA,NA
"24-MAY-1969","Douglas DC-4","N9982H","Pan African Airlines","","Port Harcour...",NA,NA,"C1",1,"1969",NA,NA,NA
"24-MAY-1969","Lockheed AC-130A Spectre","54-1629","USAF","2","Ubon Ratchat...",NA,NA,"C1",1,"1969",NA,NA,NA
"24-MAY-1969","Fokker F-27 Friendship 600","I-ATIT","ATI","1","Reggio Calab...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-MAY-1969","Boeing 727","","Northeast Airlines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"27-MAY-1969","Lockheed C-130A Hercules","56-0472","USAF","0","Katum",NA,NA,"C1",1,"1969",NA,NA,NA
"27-MAY-1969","FMA IA 50 Guaraní II","T-123","Argentine AF","3","Córdoba-Paja...",NA,NA,"A1",1,"1969",NA,NA,NA
"28-MAY-1969","Douglas C-54A (DC-4)","F-BFCP","Air France, op.for CEP","0","Paris-Orly A...",NA,NA,"A1",1,"1969",NA,NA,NA
"30-MAY-1969","Lockheed C-130E Hercules","62-1831","USAF","","St. Petersbu...",NA,NA,"U1",1,"1969",NA,NA,NA
"30-MAY-1969","Convair CV-600","","Texas International","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"02-JUN-1969","Douglas DC-6","TF-AAE","Flughjalp","0","Uli Airstrip",NA,NA,"C1",1,"1969",NA,NA,NA
"03-JUN-1969","Antonov An-12","","Soviet AF","7","Pskov",NA,NA,"A1",1,"1969",NA,NA,NA
"03-JUN-1969","Antonov An-12","","Soviet AF","7","Pskov",NA,NA,"A1",1,"1969",NA,NA,NA
"03-JUN-1969","Lockheed P-3A Orion","151363","US Navy","0","Adak Island ...",NA,NA,"A1",1,"1969",NA,NA,NA
"04-JUN-1969","Boeing 727-64","XA-SEL","Mexicana","79","Monterrey-Ge...",NA,NA,"A1",1,"1969",NA,NA,NA
"04-JUN-1969","Douglas DC-3","","DTA","0","Pointe Noire",NA,NA,"H2",1,"1969",NA,NA,NA
"05-JUN-1969","Boeing RC-135E Rivet Amber","62-4137","USAF","19","Shemya, AK, ...",NA,NA,"A1",1,"1969",NA,NA,NA
"05-JUN-1969","Douglas DC-7B","SE-ERP","Swedish Red Cross","4","Eket",NA,NA,"C1",1,"1969",NA,NA,NA
"05-JUN-1969","Douglas R5D-2 (DC-4)","50852","US Navy","0","China Lake N...",NA,NA,"A1",1,"1969",NA,NA,NA
"07-JUN-1969","Douglas EC-47P","43-49547","USAF","0","Ubon RTAFB (...",NA,NA,"A1",1,"1969",NA,NA,NA
"11-JUN-1969","Bristol 170 Superfreighter 32","F-BLHH","CAT","0","Le Touquet A...",NA,NA,"O1",1,"1969",NA,NA,NA
"17-JUN-1969","Boeing 707","","TWA","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"18-JUN-1969","Boeing 707-360C","ET-ACD","Ethiopian Airlines","","Karachi Inte...",NA,NA,"O2",1,"1969",NA,NA,NA
"20-JUN-1969","Beech 99","N2550A","Cascade Airways","2","Pasco-Tri-Ci...",NA,NA,"A1",1,"1969",NA,NA,NA
"20-JUN-1969","Douglas C-47A (DC-3)","HK-500","La Urraca","0","Santiago Air...",NA,NA,"H2",1,"1969",NA,NA,NA
"22-JUN-1969","DC-8","","Eastern Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"23-JUN-1969","ATL-98 Carvair","HI-168","Dominicana","4+ 6","Miami Intern...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-JUN-1969","Lockheed C-130B Hercules","61-0965","USAF","6","Katum",NA,NA,"C1",1,"1969",NA,NA,NA
"23-JUN-1969","Ilyushin Il-14M","CCCP-52018","Aeroflot / Ukraine","24","Poroslitsy v...",NA,NA,"A1",1,"1969",NA,NA,NA
"23-JUN-1969","Antonov An-12BP","","Soviet AF","96","Poroslitsy v...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-JUN-1969","Convair CV-880","JA8028","JAL","3","Moses Lake-G...",NA,NA,"A1",1,"1969",NA,NA,NA
"24-JUN-1969","T-39A-1-NO Sabreliner","62-4499","USAF","","unknown",NA,NA,"U1",1,"1969",NA,NA,NA
"25-JUN-1969","Antonov An-12TB","CCCP-11380","Aeroflot / East Siberia","0","Mirny Airpor...",NA,NA,"A1",1,"1969",NA,NA,NA
"25-JUN-1969","DC-8","","United Airlines","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"26-JUN-1969","Kaiser-Frazer C-119J Flying Boxcar","MM51-8154","Italian AF","0","Cisterna di ...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUN-1969","Ilyushin Il-14M","CCCP-91527","Aeroflot / Magadan","3","Magadan",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUN-1969","CASA 352 (Junkers Ju-52)","T.2B-191","Spanish AF","","",NA,NA,"U1",1,"1969",NA,NA,NA
"27-JUN-1969","Vickers 754D Viscount","N7410","Aloha Airlines","0","Honolulu Int...",NA,NA,"O1",1,"1969",NA,NA,NA
"28-JUN-1969","Boeing 727","","Eastern Air Lines","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"28-JUN-1969","Douglas C-54A (DC-4)","TR-LNV","Affretair","","Uli Airstrip",NA,NA,"A1",1,"1969",NA,NA,NA
"28-JUN-1969","Ilyushin Il-14","CCCP-91495","Aeroflot / Kyrgyzstan","40","Talas",NA,NA,"A1",1,"1969",NA,NA,NA
"29-JUN-1969","Douglas DC-7C","EC-BEO","TAE","0","Las Palmas-A...",NA,NA,"O1",1,"1969",NA,NA,NA
"29-JUN-1969","Fairchild C-119 Flying Boxcar","","Indian AF","20","Agra",NA,NA,"A1",1,"1969",NA,NA,NA
"01-JUL-1969","Douglas DC-6A/C","45481/82PX","French AF","","Papeete",NA,NA,"A1",1,"1969",NA,NA,NA
"03-JUL-1969","Douglas DC-3","","SAETA","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"05-JUL-1969","Antonov An-2R","CCCP-09168","Aeroflot / Far East","4","Udokan range...",NA,NA,"A1",1,"1969",NA,NA,NA
"06-JUL-1969","Beech 99","N844NS","Air South","14","Monroe, GA",NA,NA,"A1",1,"1969",NA,NA,NA
"08-JUL-1969","Lockheed C-130B Hercules","23490","Pakistan AF","","Islamabad",NA,NA,"U1",1,"1969",NA,NA,NA
"09-JUL-1969","SE-210 Caravelle III","HS-TGK","Thai Airways International","0","Bangkok Inte...",NA,NA,"A1",1,"1969",NA,NA,NA
"10-JUL-1969","Douglas DC-3B-202A","N139D","private","0","Malcolm Isla...",NA,NA,"A1",1,"1969",NA,NA,NA
"10-JUL-1969","Douglas C-54B (DC-4)","HK-186","Avianca","0","Barranquilla...",NA,NA,"H2",1,"1969",NA,NA,NA
"10-JUL-1969","Douglas C-54B (DC-4)","HK-558","SAM Colombia","0","Bogotá-Eldor...",NA,NA,"H2",1,"1969",NA,NA,NA
"10-JUL-1969","Howard 500","N320L","Ling Temco Vought Inc.","0","Charleston-K...",NA,NA,"A1",1,"1969",NA,NA,NA
"11-JUL-1969","de Havilland DH-114 Heron 1B","TN-ABA","Unknown","0","Ruddervoorde",NA,NA,"A1",1,"1969",NA,NA,NA
"12-JUL-1969","Douglas DC-3D","9N-AAP","Royal Nepal Airlines","35","Hetauda",NA,NA,"A1",1,"1969",NA,NA,NA
"12-JUL-1969","Douglas C-47A (DC-3)","9N-AAO","Royal Nepal Airlines","0","Nepalganj Ai...",NA,NA,"A1",1,"1969",NA,NA,NA
"15-JUL-1969","DHC-6 Twin Otter 200","N558MA","New York Airways","3","New York-Joh...",NA,NA,"A1",1,"1969",NA,NA,NA
"15-JUL-1969","Avro 748-105 Srs. 1","LV-IEV","Aerolineas Argentinas","0","Bahía Blanca...",NA,NA,"A1",1,"1969",NA,NA,NA
"15-JUL-1969","Douglas R4D-1 (DC-3)","101","Salvadorian AF","0","Ilopango",NA,NA,"A1",1,"1969",NA,NA,NA
"16-JUL-1969","Lockheed L-100 Hercules","CF-PWO","Pacific Western","0","Cayaya",NA,NA,"A1",1,"1969",NA,NA,NA
"23-JUL-1969","Douglas C-47 (DC-3)","F-OCKT","Air Djibouti","0","Khor Ambadu",NA,NA,"A1",1,"1969",NA,NA,NA
"25-JUL-1969","Douglas C-47J (DC-3)","150187","US Navy","0","Thórshöfn Ai...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUL-1969","Airspeed AS.57 Ambassador 2","G-ALZR","BKS Air Transport","0","London-Gatwi...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUL-1969","Boeing 707-331C","N787TW","TWA","5","Atlantic Cit...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUL-1969","SE-210 Caravelle VI-N","7T-VAK","Air Algérie","33","Hassi Messao...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUL-1969","C-7B Caribou","62-4186","USAF","1","Phuoc Tuy pr...",NA,NA,"A1",1,"1969",NA,NA,NA
"26-JUL-1969","DC-9","","Continental Air Lines","0","",NA,NA,"H2",1,"1969",NA,NA,NA
"26-JUL-1969","Douglas DC-6","XA-JOT","Mexicana","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"26-JUL-1969","U-1A Otter (DHC-3)","57-6109","US Army","0","Atlantic Cit...",NA,NA,"O1",1,"1969",NA,NA,NA
"29-JUL-1969","unknown","","Unknown","0","Managua Airp...",NA,NA,"H2",1,"1969",NA,NA,NA
"29-JUL-1969","Hawker Siddeley HS-121 Trident 1C","G-ARPS","BEA","0","London-Heath...",NA,NA,"O1",1,"1969",NA,NA,NA
"31-JUL-1969","Boeing 727","","TWA","0","Havana-José ...",NA,NA,"H2",1,"1969",NA,NA,NA
"31-JUL-1969","Antonov An-2","OK-KHD","Slov-Air","","Drahomysl",NA,NA,"A1",1,"1969",NA,NA,NA
"??-JUL-1969","Douglas C-54A (DC-4)","F-OCNU","Air Fret","","Uli Airstrip",NA,NA,"O1",1,"1969",NA,NA,NA
"02-AUG-1969","SE-210 Caravelle VI-N","I-DABF","Alitalia","0","Marseille-Ma...",NA,NA,"A1",1,"1969",NA,NA,NA
"03-AUG-1969","Boeing 707-323C","N7567A","American Airlines","0","Fort Worth, TX",NA,NA,"A2",1,"1969",NA,NA,NA
"03-AUG-1969","Antonov An-24B","CCCP-46248","Aeroflot / Ukraine","55","Preobrazhenk...",NA,NA,"A1",1,"1969",NA,NA,NA
"03-AUG-1969","Lockheed L-1049H Super Constellatio","CF-NAJ","Canairelief Air","4","Uli Airstrip",NA,NA,"A1",1,"1969",NA,NA,NA
"04-AUG-1969","Lockheed L-749A Constellation","N120A","Trans Southern Corp","0","Auriflama, SP",NA,NA,"A1",1,"1969",NA,NA,NA
"04-AUG-1969","Douglas DC-4","HK-115","Avianca","0","Santiago Air...",NA,NA,"H2",1,"1969",NA,NA,NA
