"date","type","total_occurence","total_fatality","average_fatality","location","year"
"01-DEC-2014","Alenia C-27J Spartan",1,0,0,"Mackall AAF, NC","2014"
"12-MAR-2010","Alenia G-222",1,0,0,"Port Harcour...","2010"
"25-NOV-2001","Alenia G-222RM",1,0,0,"Pratica di M...","2001"
"29-AUG-1985","Alenia G-222SAA",1,4,4,"Nurallao, Sa...","1985"
"10-JUL-1982","Alenia G-222TCM",6,16,2.67,"Greve in Chi...","1982"
"05-JUN-1991","Alenia G-222TCM",6,16,2.67,"Pratica di M...","1991"
"22-AUG-1991","Alenia G-222TCM",6,16,2.67,"Minturno","1991"
"08-JAN-1992","Alenia G-222TCM",6,16,2.67,"Prato","1992"
"03-SEP-1992","Alenia G-222TCM",6,16,2.67,"Sarajevo","1992"
"07-JUN-1996","Alenia G-222TCM",6,16,2.67,"Pisa","1996"
"05-DEC-2012","AMI C-47TP (DC-3T)",1,11,11,"Giant's Cast...","2012"
"13-AUG-1947","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Chevilly","1947"
"21-JAN-1948","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Moulouya","1948"
"12-MAR-1949","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Hoang Su Phi","1949"
"24-APR-1951","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Oran","1951"
"13-MAR-1952","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Constantine","1952"
"20-OCT-1952","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Saigon","1952"
"16-SEP-1954","Amiot AAC.1 (Junkers Ju-52)",7,59,8.43,"Mouzaia","1954"
"20-MAY-1994","Antonov",2,0,0,"Aden Interna...","1994"
"27-DEC-2007","Antonov",2,0,0,"Nyala","2007"
"31-JAN-1959","Antonov An-12",41,531,12.95,"Vitebsk Airp...","1959"
"28-NOV-1959","Antonov An-12",41,531,12.95,"Irkutsk","1959"
"05-AUG-1961","Antonov An-12",41,531,12.95,"Chandigarh A...","1961"
"23-DEC-1962","Antonov An-12",41,531,12.95,"Noril'sk-Nez...","1962"
"07-JUL-1965","Antonov An-12",41,531,12.95,"Cairo","1965"
"??-???-1966","Antonov An-12",41,531,12.95,"Tyumen Airpo...","1966"
"03-JUN-1969","Antonov An-12",41,531,12.95,"Pskov","1969"
"03-JUN-1969","Antonov An-12",41,531,12.95,"Pskov","1969"
"01-OCT-1969","Antonov An-12",41,531,12.95,"Pskov","1969"
"28-OCT-1970","Antonov An-12",41,531,12.95,"Ivanovo","1970"
"06-DEC-1971","Antonov An-12",41,531,12.95,"Melitopol","1971"
"??-???-1972","Antonov An-12",41,531,12.95,"","1972"
"09-OCT-1978","Antonov An-12",41,531,12.95,"","1978"
"19-NOV-1978","Antonov An-12",41,531,12.95,"Leh Airport ...","1978"
"15-FEB-1983","Antonov An-12",41,531,12.95,"Jalalabad Ai...","1983"
"02-JUL-1983","Antonov An-12",41,531,12.95,"Jalalabad Ai...","1983"
"16-SEP-1983","Antonov An-12",41,531,12.95,"Bagram Air B...","1983"
"15-JAN-1984","Antonov An-12",41,531,12.95,"Tessenei Air...","1984"
"18-JAN-1984","Antonov An-12",41,531,12.95,"Mazar-I-Shar...","1984"
"16-FEB-1984","Antonov An-12",41,531,12.95,"Debre Zeit/H...","1984"
"24-SEP-1984","Antonov An-12",41,531,12.95,"Zaranj","1984"
"11-JUL-1985","Antonov An-12",41,531,12.95,"Kandahar Air...","1985"
"29-NOV-1986","Antonov An-12",41,531,12.95,"Kabul Airpor...","1986"
"27-DEC-1986","Antonov An-12",41,531,12.95,"Kabul","1986"
"13-JAN-1987","Antonov An-12",41,531,12.95,"Asmara Inter...","1987"
"12-JUL-1987","Antonov An-12",41,531,12.95,"Kandahar Air...","1987"
"08-MAR-1988","Antonov An-12",41,531,12.95,"Ariza","1988"
"27-AUG-1988","Antonov An-12",41,531,12.95,"Kabul-Khwaja...","1988"
"11-OCT-1988","Antonov An-12",41,531,12.95,"Sandar-Marneuli","1988"
"10-AUG-1990","Antonov An-12",41,531,12.95,"Shindand","1990"
"26-NOV-1990","Antonov An-12",41,531,12.95,"Alma-Ata Air...","1990"
"17-AUG-1991","Antonov An-12",41,531,12.95,"Ucharal","1991"
"16-NOV-1991","Antonov An-12",41,531,12.95,"Amderma Airp...","1991"
"14-JUL-1992","Antonov An-12",41,531,12.95,"Nakhichevan ...","1992"
"14-JUL-1992","Antonov An-12",41,531,12.95,"Sana'a","1992"
"23-AUG-1993","Antonov An-12",41,531,12.95,"Krasnoslobod...","1993"
"05-AUG-1994","Antonov An-12",41,531,12.95,"Bada Air Base","1994"
"10-NOV-1999","Antonov An-12",41,531,12.95,"Mbandaka Air...","1999"
"26-APR-2001","Antonov An-12",41,531,12.95,"Khartoum","2001"
"27-JAN-2002","Antonov An-12",41,531,12.95,"Luena","2002"
"14-JUL-2006","Antonov An-12",41,531,12.95,"Geneina Airp...","2006"
"06-DEC-1997","Antonov An-124-100",1,0,0,"Irkutsk-2 Ai...","1997"
"16-JUL-1963","Antonov An-12A",2,13,6.5,"Delhi-Palam ...","1963"
"16-AUG-1971","Antonov An-12A",2,13,6.5,"Ahmednagar","1971"
"26-MAY-1972","Antonov An-12AP",1,5,5,"Panevézys","1972"
"05-AUG-1984","Antonov An-12B",5,43,8.6,"Nawabshah","1984"
"22-MAY-2001","Antonov An-12B",5,43,8.6,"Myakotino, Z...","2001"
"10-SEP-2008","Antonov An-12B",5,43,8.6,"Buturlinovka...","2008"
"09-AUG-2013","Antonov An-12B",5,43,8.6,"Mogadishu In...","2013"
"30-SEP-2017","Antonov An-12B",5,43,8.6,"Kinshasa-N'D...","2017"
"21-OCT-1987","Antonov An-12BK",4,18,4.5,"Kabul Airpor...","1987"
"03-OCT-2000","Antonov An-12BK",4,18,4.5,"Petrel-Burev...","2000"
"29-SEP-2008","Antonov An-12BK",4,18,4.5,"Luanda Airpo...","2008"
"17-JUL-2015","Antonov An-12BK",4,18,4.5,"Chelyabinsk ...","2015"
"21-JAN-1977","Antonov An-12BK-PPS",2,16,8,"Krestsy, Nov...","1977"
"01-SEP-1988","Antonov An-12BK-PPS",2,16,8,"Privolzhskiy...","1988"
"16-OCT-1964","Antonov An-12BP",20,309,15.45,"Palembang","1964"
"05-JUN-1967","Antonov An-12BP",20,309,15.45,"Luxor Air Base","1967"
"05-JUN-1967","Antonov An-12BP",20,309,15.45,"Luxor Air Base","1967"
"07-FEB-1968","Antonov An-12BP",20,309,15.45,"Dhaka Glacier","1968"
"23-JUN-1969","Antonov An-12BP",20,309,15.45,"Poroslitsy v...","1969"
"23-OCT-1972","Antonov An-12BP",20,309,15.45,"Tula Airport...","1972"
"23-OCT-1972","Antonov An-12BP",20,309,15.45,"Tula Airport...","1972"
"07-JAN-1980","Antonov An-12BP",20,309,15.45,"Kabul Airpor...","1980"
"24-AUG-1982","Antonov An-12BP",20,309,15.45,"Chita","1982"
"15-OCT-1984","Antonov An-12BP",20,309,15.45,"Khost Airpor...","1984"
"25-NOV-1985","Antonov An-12BP",20,309,15.45,"Luassingua","1985"
"13-AUG-1987","Antonov An-12BP",20,309,15.45,"Gardez","1987"
"12-DEC-1988","Antonov An-12BP",20,309,15.45,"Yerevan","1988"
"23-JAN-1989","Antonov An-12BP",20,309,15.45,"Kandahar Air...","1989"
"08-JUL-1989","Antonov An-12BP",20,309,15.45,"Cam Ranh Air...","1989"
"12-OCT-1989","Antonov An-12BP",20,309,15.45,"Kirovabad","1989"
"11-DEC-1997","Antonov An-12BP",20,309,15.45,"Naryan-Mar A...","1997"
"16-MAY-2003","Antonov An-12BP",20,309,15.45,"Menongue","2003"
"08-AUG-2005","Antonov An-12BP",20,309,15.45,"Luena Airpor...","2005"
"07-OCT-2012","Antonov An-12BP",20,309,15.45,"Omdurman, Kh...","2012"
"17-DEC-1996","Antonov An-12RR",1,17,17,"Andreapol Ai...","1996"
"25-MAR-1961","Antonov An-2",18,12,0.67,"","1961"
"12-JAN-1968","Antonov An-2",18,12,0.67,"Muong Yut","1968"
"12-JAN-1968","Antonov An-2",18,12,0.67,"within Laos","1968"
"05-MAR-1979","Antonov An-2",18,12,0.67,"","1979"
"??-DEC-1980","Antonov An-2",18,12,0.67,"Candelaria","1980"
"10-JAN-1987","Antonov An-2",18,12,0.67,"","1987"
"15-JAN-1987","Antonov An-2",18,12,0.67,"","1987"
"19-JAN-1987","Antonov An-2",18,12,0.67,"","1987"
"23-APR-1987","Antonov An-2",18,12,0.67,"","1987"
"28-JAN-1990","Antonov An-2",18,12,0.67,"Okha, Sakhal...","1990"
"02-DEC-1991","Antonov An-2",18,12,0.67,"Vukovar","1991"
"05-APR-2003","Antonov An-2",18,12,0.67,"","2003"
"11-FEB-2009","Antonov An-2",18,12,0.67,"Pskov Airpor...","2009"
"04-MAY-2009","Antonov An-2",18,12,0.67,"Seongmu Air ...","2009"
"17-JUN-2011","Antonov An-2",18,12,0.67,"Vladikavkaz ...","2011"
"28-JUN-2013","Antonov An-2",18,12,0.67,"Nekrasovka","2013"
"10-MAY-2015","Antonov An-2",18,12,0.67,"Azov Distric...","2015"
"25-JUN-2015","Antonov An-2",18,12,0.67,"Okcheon, Nor...","2015"
"18-JUL-1970","Antonov An-22",5,47,9.4,"North Atlantic","1970"
"19-DEC-1970","Antonov An-22",5,47,9.4,"Panagarh Air...","1970"
"08-JUN-1977","Antonov An-22",5,47,9.4,"Seshcha-Br'a...","1977"
"13-MAR-1987","Antonov An-22",5,47,9.4,"Addis Ababa-...","1987"
"18-JAN-1994","Antonov An-22",5,47,9.4,"Tver-Migalov...","1994"
"21-DEC-1976","Antonov An-22A",4,55,13.75,"Seshcha","1976"
"02-JUN-1980","Antonov An-22A",4,55,13.75,"Moskva-Vnuko...","1980"
"11-NOV-1992","Antonov An-22A",4,55,13.75,"Tver-Migalov...","1992"
"28-DEC-2010","Antonov An-22A",4,55,13.75,"Krasny Oktya...","2010"
"14-APR-1975","Antonov An-24",5,21,4.2,"Sofia","1975"
"19-APR-1977","Antonov An-24",5,21,4.2,"Moe","1977"
"31-JAN-1989","Antonov An-24",5,21,4.2,"Bannu","1989"
"13-AUG-1994","Antonov An-24",5,21,4.2,"","1994"
"25-APR-2003","Antonov An-24",5,21,4.2,"El Fasher Ai...","2003"
"30-APR-1973","Antonov An-24 ?",1,25,25,"with South Y...","1973"
"28-FEB-1973","Antonov An-24B",2,60,30,"Szczecin-Gol...","1973"
"19-JAN-2006","Antonov An-24B",2,60,30,"Hejce","2006"
"16-MAY-1972","Antonov An-24T",2,5,2.5,"Svetlogorsk","1972"
"12-MAY-1982","Antonov An-24T",2,5,2.5,"Petrovsk Air...","1982"
"09-JAN-1990","Antonov An-24TV",2,4,2,"Kajo Kaji","1990"
"20-MAR-1997","Antonov An-24TV",2,4,2,"Juba Airport...","1997"
"17-NOV-1978","Antonov An-24V",1,5,5,"Arad Airport...","1978"
"14-JUL-1977","Antonov An-26",70,786,11.23,"Cuangar","1977"
"01-MAR-1980","Antonov An-26",70,786,11.23,"","1980"
"14-JUN-1980","Antonov An-26",70,786,11.23,"Khost Airpor...","1980"
"17-JUN-1980","Antonov An-26",70,786,11.23,"Kabul Airpor...","1980"
"21-NOV-1980","Antonov An-26",70,786,11.23,"Menongue","1980"
"12-DEC-1980","Antonov An-26",70,786,11.23,"Angola/Namib...","1980"
"14-JAN-1982","Antonov An-26",70,786,11.23,"Addis Ababa","1982"
"11-FEB-1982","Antonov An-26",70,786,11.23,"Sa Keao","1982"
"03-FEB-1983","Antonov An-26",70,786,11.23,"Playa Baraco...","1983"
"??-???-1983","Antonov An-26",70,786,11.23,"","1983"
"??-JUN-1984","Antonov An-26",70,786,11.23,"Playa Baraco...","1984"
"03-JUL-1984","Antonov An-26",70,786,11.23,"Antococha Mts","1984"
"03-MAY-1985","Antonov An-26",70,786,11.23,"Zolochiv","1985"
"30-MAR-1986","Antonov An-26",70,786,11.23,"Pemba Airpor...","1986"
"06-DEC-1986","Antonov An-26",70,786,11.23,"Szentkirálys...","1986"
"09-FEB-1987","Antonov An-26",70,786,11.23,"Khost Airpor...","1987"
"21-MAR-1987","Antonov An-26",70,786,11.23,"Wadi Doum","1987"
"21-MAR-1987","Antonov An-26",70,786,11.23,"Wadi Doum","1987"
"30-MAR-1987","Antonov An-26",70,786,11.23,"Miranshah area","1987"
"18-JUN-1987","Antonov An-26",70,786,11.23,"Jerache River","1987"
"13-AUG-1987","Antonov An-26",70,786,11.23,"","1987"
"01-SEP-1987","Antonov An-26",70,786,11.23,"Khost","1987"
"13-SEP-1987","Antonov An-26",70,786,11.23,"Kunduz","1987"
"22-OCT-1987","Antonov An-26",70,786,11.23,"Jalalabad Ai...","1987"
"21-DEC-1987","Antonov An-26",70,786,11.23,"Kabul Airpor...","1987"
"10-APR-1988","Antonov An-26",70,786,11.23,"Maimana","1988"
"27-APR-1988","Antonov An-26",70,786,11.23,"Techamutete","1988"
"05-MAY-1988","Antonov An-26",70,786,11.23,"Nagurskoye A...","1988"
"24-JUN-1988","Antonov An-26",70,786,11.23,"Kabul Airpor...","1988"
"19-NOV-1988","Antonov An-26",70,786,11.23,"Parachinar","1988"
"21-NOV-1988","Antonov An-26",70,786,11.23,"Pakistan","1988"
"10-MAR-1989","Antonov An-26",70,786,11.23,"Cazambo","1989"
"23-JUL-1989","Antonov An-26",70,786,11.23,"Chana","1989"
"11-SEP-1989","Antonov An-26",70,786,11.23,"Havana","1989"
"26-OCT-1989","Antonov An-26",70,786,11.23,"Petropavlovs...","1989"
"05-MAY-1990","Antonov An-26",70,786,11.23,"Spafaryev Is...","1990"
"22-FEB-1991","Antonov An-26",70,786,11.23,"Cazombo","1991"
"15-AUG-1991","Antonov An-26",70,786,11.23,"Petrel, Sakh...","1991"
"26-SEP-1991","Antonov An-26",70,786,11.23,"Kiev-Borispo...","1991"
"30-MAR-1992","Antonov An-26",70,786,11.23,"Swarupnagar","1992"
"??-???-1993","Antonov An-26",70,786,11.23,"Cuamba Airpo...","1993"
"13-JUL-1994","Antonov An-26",70,786,11.23,"Lyakhovo","1994"
"20-SEP-1994","Antonov An-26",70,786,11.23,"Oradea Airpo...","1994"
"??-???-1994","Antonov An-26",70,786,11.23,"Quelimane Ai...","1994"
"16-JAN-1995","Antonov An-26",70,786,11.23,"North Angola","1995"
"31-AUG-1995","Antonov An-26",70,786,11.23,"Thessaloniki...","1995"
"20-MAR-1996","Antonov An-26",70,786,11.23,"Kuli Papa","1996"
"??-???-1997","Antonov An-26",70,786,11.23,"Gogrial","1997"
"21-JAN-1999","Antonov An-26",70,786,11.23,"Bluefields A...","1999"
"30-MAR-2000","Antonov An-26",70,786,11.23,"Anuradhapura...","2000"
"14-AUG-2000","Antonov An-26",70,786,11.23,"Beograd Airp...","2000"
"01-FEB-2001","Antonov An-26",70,786,11.23,"Luena Airpor...","2001"
"19-FEB-2001","Antonov An-26",70,786,11.23,"Luena Airpor...","2001"
"04-APR-2001","Antonov An-26",70,786,11.23,"Adar Yel","2001"
"21-FEB-2002","Antonov An-26",70,786,11.23,"Lakhta Air Base","2002"
"29-NOV-2003","Antonov An-26",70,786,11.23,"Boende Airpo...","2003"
"09-AUG-2005","Antonov An-26",70,786,11.23,"Mukalla","2005"
"11-FEB-2006","Antonov An-26",70,786,11.23,"Aweil Airport","2006"
"07-AUG-2006","Antonov An-26",70,786,11.23,"El Fasher Ai...","2006"
"08-APR-2008","Antonov An-26",70,786,11.23,"Hanoi","2008"
"25-OCT-2011","Antonov An-26",70,786,11.23,"Al-Anad Air ...","2011"
"04-MAR-2012","Antonov An-26",70,786,11.23,"San'a-Al Dal...","2012"
"21-NOV-2012","Antonov An-26",70,786,11.23,"San'a Intern...","2012"
"02-MAR-2014","Antonov An-26",70,786,11.23,"Hadhramaut","2014"
"14-JUL-2014","Antonov An-26",70,786,11.23,"Izvaryne","2014"
"18-JAN-2015","Antonov An-26",70,786,11.23,"Abu adh Dhuh...","2015"
"30-APR-2016","Antonov An-26",70,786,11.23,"El Obeid Air...","2016"
"29-APR-2017","Antonov An-26",70,786,11.23,"San Cristobal","2017"
"30-MAY-2017","Antonov An-26",70,786,11.23,"Balashov Air...","2017"
"06-MAR-2018","Antonov An-26",70,786,11.23,"Latakia-Khme...","2018"
"30-NOV-2013","Antonov An-26B",1,0,0,"Omega Airpor...","2013"
"14-FEB-2015","Antonov An-26B-100",1,0,0,"Quelimane Ai...","2015"
"22-JAN-1985","Antonov An-26RT",4,15,3.75,"Dzhabal<U+0092>-Uss...","1985"
"26-DEC-1985","Antonov An-26RT",4,15,3.75,"Kabul","1985"
"20-APR-1988","Antonov An-26RT",4,15,3.75,"Kudinovo","1988"
"29-MAR-2016","Antonov An-26RT",4,15,3.75,"Rostov Airpo...","2016"
"05-MAR-1985","Antonov An-26Sh",1,0,0,"Novobyelaya,...","1985"
"27-FEB-1992","Antonov An-26SM",1,0,0,"Friedrichsha...","1992"
"22-AUG-1967","Antonov An-2M",4,0,0,"Chynow","1967"
"28-MAY-1968","Antonov An-2M",4,0,0,"Gdansk","1968"
"04-OCT-1968","Antonov An-2M",4,0,0,"","1968"
"??-???-1968","Antonov An-2M",4,0,0,"","1968"
"09-NOV-1991","Antonov An-2R",2,5,2.5,"Dakovo","1991"
"26-JAN-1992","Antonov An-2R",2,5,2.5,"Sinj","1992"
"31-MAY-1960","Antonov An-2T",17,12,0.71,"Dessau Airport","1960"
"06-JAN-1966","Antonov An-2T",17,12,0.71,"","1966"
"09-OCT-1967","Antonov An-2T",17,12,0.71,"","1967"
"02-JUL-1979","Antonov An-2T",17,12,0.71,"Kamenz","1979"
"20-APR-1989","Antonov An-2T",17,12,0.71,"Wriezen","1989"
"??-MAY-1990","Antonov An-2T",17,12,0.71,"Yelgava Airport","1990"
"??-???-1990","Antonov An-2T",17,12,0.71,"Straussberg ?","1990"
"21-JAN-1993","Antonov An-2T",17,12,0.71,"Moscow-Tushi...","1993"
"30-JUL-1996","Antonov An-2T",17,12,0.71,"Czama Dabrowska","1996"
"22-MAY-1999","Antonov An-2T",17,12,0.71,"Leskovac","1999"
"22-MAY-1999","Antonov An-2T",17,12,0.71,"Leskovac","1999"
"22-MAY-1999","Antonov An-2T",17,12,0.71,"Leskovac","1999"
"05-JUL-2010","Antonov An-2T",17,12,0.71,"Tuzla Airfield","2010"
"31-AUG-2011","Antonov An-2T",17,12,0.71,"Magan, Yakut...","2011"
"02-MAR-2013","Antonov An-2T",17,12,0.71,"Rybinsk Airp...","2013"
"09-MAY-2014","Antonov An-2T",17,12,0.71,"Terbuny, Lip...","2014"
"31-MAR-2015","Antonov An-2T",17,12,0.71,"Makhachkala ...","2015"
"14-OCT-2009","Antonov An-2TP",1,0,0,"Managua-Augu...","2009"
"18-SEP-1975","Antonov An-2V",1,3,3,"Turukhansk (...","1975"
"19-OCT-1979","Antonov An-30B",4,7,1.75,"Iturup Island","1979"
"11-MAR-1985","Antonov An-30B",4,7,1.75,"Kabul Airpor...","1985"
"23-MAY-2012","Antonov An-30B",4,7,1.75,"Cáslav Air Base","2012"
"06-JUN-2014","Antonov An-30B",4,7,1.75,"Drobyshevo","2014"
"22-MAR-1986","Antonov An-32",25,317,12.68,"Jammu","1986"
"25-MAR-1986","Antonov An-32",25,317,12.68,"Jamnagar, India","1986"
"14-JAN-1987","Antonov An-32",25,317,12.68,"","1987"
"15-JUN-1987","Antonov An-32",25,317,12.68,"Kandahar","1987"
"21-JUN-1987","Antonov An-32",25,317,12.68,"Kandahar","1987"
"14-DEC-1987","Antonov An-32",25,317,12.68,"","1987"
"08-FEB-1988","Antonov An-32",25,317,12.68,"Tuting, Arun...","1988"
"16-AUG-1988","Antonov An-32",25,317,12.68,"Kunduz","1988"
"07-SEP-1988","Antonov An-32",25,317,12.68,"Kunduz","1988"
"15-JUL-1990","Antonov An-32",25,317,12.68,"Ponmudi Moun...","1990"
"15-JUL-1990","Antonov An-32",25,317,12.68,"Shivrajpur","1990"
"25-MAR-1992","Antonov An-32",25,317,12.68,"Valley","1992"
"01-APR-1992","Antonov An-32",25,317,12.68,"Boothgarh, L...","1992"
"01-APR-1992","Antonov An-32",25,317,12.68,"Boothgarh, L...","1992"
"27-APR-1993","Antonov An-32",25,317,12.68,"Tashqurghan","1993"
"21-AUG-1997","Antonov An-32",25,317,12.68,"Bamiyan Airp...","1997"
"13-JAN-1998","Antonov An-32",25,317,12.68,"Khojak Pass","1998"
"02-AUG-1998","Antonov An-32",25,317,12.68,"Kunduz Airpo...","1998"
"07-MAR-1999","Antonov An-32",25,317,12.68,"Delhi-Indira...","1999"
"03-JUN-1999","Antonov An-32",25,317,12.68,"Khartoum","1999"
"23-FEB-2000","Antonov An-32",25,317,12.68,"Vijaynagar","2000"
"??-???-2002","Antonov An-32",25,317,12.68,"Tezpur Air B...","2002"
"08-JUN-2009","Antonov An-32",25,317,12.68,"Rinchi villa...","2009"
"15-DEC-2011","Antonov An-32",25,317,12.68,"Jorhat-Rowri...","2011"
"22-JUL-2016","Antonov An-32",25,317,12.68,"Chennai [Bay...","2016"
"28-MAR-1998","Antonov An-32A",2,0,0,"Piura Airpor...","1998"
"08-OCT-2009","Antonov An-32A",2,0,0,"Kandahar Air...","2009"
"12-SEP-1995","Antonov An-32B",12,180,15,"Colombo","1995"
"22-NOV-1995","Antonov An-32B",12,180,15,"Jaffna","1995"
"11-MAY-1996","Antonov An-32B",12,180,15,"Andoas","1996"
"21-FEB-1997","Antonov An-32B",12,180,15,"Colombo-Ratm...","1997"
"12-FEB-1998","Antonov An-32B",12,180,15,"Nasir Airport","1998"
"14-JUN-2003","Antonov An-32B",12,180,15,"Jaffna-Palal...","2003"
"04-APR-2004","Antonov An-32B",12,180,15,"Puerto Esper...","2004"
"16-DEC-2006","Antonov An-32B",12,180,15,"Pie de la Cu...","2006"
"24-NOV-2010","Antonov An-32B",12,180,15,"Monterrey-Ge...","2010"
"12-DEC-2014","Antonov An-32B",12,180,15,"Hokandara","2014"
"14-FEB-2015","Antonov An-32B",12,180,15,"Malange Airp...","2015"
"04-OCT-2017","Antonov An-32B",12,180,15,"Mazamari-Man...","2017"
"20-SEP-2014","Antonov An-32RE",1,0,0,"Chandigarh A...","2014"
"23-APR-2006","Antonov An-74TK-200",1,6,6,"Kousséri","2006"
"14-OCT-1959","Antonov An-8",2,24,12,"Tula Airport...","1959"
"19-APR-2000","Antonov An-8",2,24,12,"Pepa","2000"
"01-APR-1990","Armstrong Whitworth AW-650 Argosy 2",1,0,0,"Blenheim-Woo...","1990"
"07-MAY-1968","Armstrong Whitworth AW-660 Argosy C",3,13,4.33,"Got el Afraq","1968"
"04-JUN-1970","Armstrong Whitworth AW-660 Argosy C",3,13,4.33,"Benson-RAF S...","1970"
"27-APR-1976","Armstrong Whitworth AW-660 Argosy C",3,13,4.33,"Boscombe Dow...","1976"
"18-MAR-1971","ATL-98 Carvair",1,0,0,"Le Touquet A...","1971"
"30-APR-2012","ATR-72-500",1,0,0,"Dhaka-Shahja...","2012"
"30-MAR-1960","Avia 14T",4,20,5,"Kromeriz","1960"
"22-AUG-1964","Avia 14T",4,20,5,"Hurka","1964"
"29-NOV-1973","Avia 14T",4,20,5,"Veszprém-Sze...","1973"
"12-JUN-1980","Avia 14T",4,20,5,"Brno-Cernovice","1980"
"17-OCT-1945","Avro 685 York C.1",46,60,1.3,"Riccall RAF ...","1945"
"03-NOV-1945","Avro 685 York C.1",46,60,1.3,"Colombo-Ratm...","1945"
"29-DEC-1945","Avro 685 York C.1",46,60,1.3,"Bashley","1945"
"11-APR-1946","Avro 685 York C.1",46,60,1.3,"Lyneham RAF ...","1946"
"11-APR-1946","Avro 685 York C.1",46,60,1.3,"Woodbridge R...","1946"
"28-APR-1946","Avro 685 York C.1",46,60,1.3,"Valley RAF S...","1946"
"23-MAY-1946","Avro 685 York C.1",46,60,1.3,"Karachi-Maur...","1946"
"28-MAY-1946","Avro 685 York C.1",46,60,1.3,"Stradishall ...","1946"
"09-SEP-1946","Avro 685 York C.1",46,60,1.3,"Holmsley Sou...","1946"
"06-OCT-1946","Avro 685 York C.1",46,60,1.3,"Penang, Mala...","1946"
"20-OCT-1946","Avro 685 York C.1",46,60,1.3,"Calcutta-Dum...","1946"
"03-NOV-1946","Avro 685 York C.1",46,60,1.3,"Delhi-Palam ...","1946"
"20-NOV-1946","Avro 685 York C.1",46,60,1.3,"Suez","1946"
"28-NOV-1946","Avro 685 York C.1",46,60,1.3,"Brize Norton...","1946"
"02-DEC-1946","Avro 685 York C.1",46,60,1.3,"Malta-Luqa A...","1946"
"19-DEC-1946","Avro 685 York C.1",46,60,1.3,"Honington RA...","1946"
"16-JAN-1947","Avro 685 York C.1",46,60,1.3,"Oakington","1947"
"11-FEB-1947","Avro 685 York C.1",46,60,1.3,"Waterbeach R...","1947"
"14-MAR-1947","Avro 685 York C.1",46,60,1.3,"Lyneham RAF ...","1947"
"18-MAR-1947","Avro 685 York C.1",46,60,1.3,"Negombo RAF ...","1947"
"24-MAY-1947","Avro 685 York C.1",46,60,1.3,"Malta-Luqa A...","1947"
"11-JUN-1947","Avro 685 York C.1",46,60,1.3,"Oakington RA...","1947"
"01-JUL-1947","Avro 685 York C.1",46,60,1.3,"Oakington RA...","1947"
"02-SEP-1947","Avro 685 York C.1",46,60,1.3,"Dishforth RA...","1947"
"04-SEP-1947","Avro 685 York C.1",46,60,1.3,"Habbaniya RA...","1947"
"30-OCT-1947","Avro 685 York C.1",46,60,1.3,"Negombo RAF ...","1947"
"05-NOV-1947","Avro 685 York C.1",46,60,1.3,"Lyneham RAF ...","1947"
"16-NOV-1947","Avro 685 York C.1",46,60,1.3,"Bombay-Santa...","1947"
"17-NOV-1947","Avro 685 York C.1",46,60,1.3,"Dishforth RA...","1947"
"16-DEC-1947","Avro 685 York C.1",46,60,1.3,"Abingdon RAF...","1947"
"16-FEB-1948","Avro 685 York C.1",46,60,1.3,"Hullavington...","1948"
"04-JUL-1948","Avro 685 York C.1",46,60,1.3,"Northwood","1948"
"27-JUL-1948","Avro 685 York C.1",46,60,1.3,"Abingdon RAF...","1948"
"11-AUG-1948","Avro 685 York C.1",46,60,1.3,"Desford RAF ...","1948"
"19-SEP-1948","Avro 685 York C.1",46,60,1.3,"Wunstorf RAF...","1948"
"23-SEP-1948","Avro 685 York C.1",46,60,1.3,"Wunstorf RAF...","1948"
"10-OCT-1948","Avro 685 York C.1",46,60,1.3,"Berlin-R.A.F...","1948"
"10-NOV-1948","Avro 685 York C.1",46,60,1.3,"Wunstorf RAF...","1948"
"02-DEC-1948","Avro 685 York C.1",46,60,1.3,"Berlin-R.A.F...","1948"
"14-DEC-1948","Avro 685 York C.1",46,60,1.3,"Berlin-R.A.F...","1948"
"14-DEC-1948","Avro 685 York C.1",46,60,1.3,"Berlin-R.A.F...","1948"
"21-APR-1949","Avro 685 York C.1",46,60,1.3,"Gütersloh Ai...","1949"
"30-JUL-1949","Avro 685 York C.1",46,60,1.3,"Wunstorf RAF...","1949"
"15-NOV-1949","Avro 685 York C.1",46,60,1.3,"Nairobi-Civi...","1949"
"02-JUN-1950","Avro 685 York C.1",46,60,1.3,"Bassingbourn...","1950"
"25-OCT-1950","Avro 685 York C.1",46,60,1.3,"Singapore-Ch...","1950"
"16-SEP-1949","Avro 691 Lancastrian C.2",2,4,2,"","1949"
"29-MAR-1955","Avro 691 Lancastrian C.2",2,4,2,"Hucknall Air...","1955"
"11-DEC-1960","Avro 691 Lancastrian C.4",1,31,31,"San Andrés d...","1960"
"30-APR-1990","Avro Shackleton AEW.2",1,10,10,"Tarbert","1990"
"12-AUG-1951","Avro Shackleton MR.1",6,35,5.83,"Gibraltar-No...","1951"
